latitude,longitude,datetime,power,confidence,surface_temperature_celcius
-37.171,148.744,2014-02-10T23:56:20,37.6,86,61
-37.6143,148.5155,2014-02-10T23:56:20,62.5,93,74
-37.3988,148.6388,2014-02-10T23:54:00,40.2,80,65
-38.2372,146.3772,2014-02-10T23:52:00,67.4,96,78
-37.1705,148.7449,2014-02-10T23:50:50,37.9,86,61
-38.2654,146.4048,2014-02-10T23:49:50,45.1,90,67
-38.2546,146.4079,2014-02-10T23:49:50,83.6,99,85
-37.3234,148.6801,2014-02-10T23:49:40,65.7,96,78
-37.3263,148.6383,2014-02-10T23:49:40,85.3,99,86
-37.3283,148.6459,2014-02-10T23:49:40,202.2,100,118
-37.3306,148.659,2014-02-10T23:49:40,54.7,93,72
-37.2478,148.3707,2014-02-10T23:49:40,28.4,83,57
-37.6168,148.5294,2014-02-10T23:49:40,29.4,80,54
-38.2163,146.3297,2014-02-10T23:49:40,36.3,86,61
-38.2405,146.3942,2014-02-10T23:49:40,56,93,73
-38.2478,146.3731,2014-02-10T23:49:40,133.1,100,101
-38.233,146.383,2014-02-10T16:10:10,83.9,100,79
-38.235,146.424,2014-02-10T16:10:10,37.8,100,54
-38.25,146.383,2014-02-10T16:10:10,182.7,100,110
-38.251,146.423,2014-02-10T16:10:10,173.4,100,108
-38.244,146.429,2014-02-10T16:10:10,78,100,77
-38.258,146.387,2014-02-10T16:10:10,177.7,100,109
-38.26,146.427,2014-02-10T16:10:10,93.8,100,84
-38.242,146.388,2014-02-10T16:10:10,153.9,100,103
-38.2597,146.4266,2014-02-10T16:09:40,92.6,100,83
-38.2331,146.3818,2014-02-10T16:08:50,80.6,100,78
-38.2434,146.4278,2014-02-10T16:04:10,79.8,100,78
-38.2349,146.4232,2014-02-10T16:01:00,37.7,100,54
-38.2494,146.3823,2014-02-10T16:01:00,180.8,100,110
-38.2512,146.4221,2014-02-10T16:01:00,171.5,100,108
-38.2413,146.3868,2014-02-10T16:00:50,157.2,100,104
-38.2576,146.3862,2014-02-10T16:00:50,175.6,100,109
-38.2547,146.3758,2014-02-10T13:01:10,207.4,100,116
-37.4021,148.648,2014-02-10T12:59:20,41.6,100,59
-37.8914,145.807,2014-02-10T12:58:40,24.9,92,44
-37.3619,148.7387,2014-02-10T12:56:30,27.4,100,49
-37.3043,148.7696,2014-02-10T12:56:30,29.4,100,50
-37.424,148.6703,2014-02-10T12:55:00,20.3,86,42
-37.5788,148.4714,2014-02-10T12:53:40,35,100,57
-37.3259,148.676,2014-02-10T12:53:40,32.2,95,54
-38.2109,146.332,2014-02-10T12:53:30,39.5,100,56
-37.3192,144.8251,2014-02-10T12:53:30,21.7,84,41
-37.319,144.826,2014-02-10T12:53:00,21.8,84,41
-37.366,144.923,2014-02-10T12:53:00,29.9,92,51
-37.588,148.474,2014-02-10T12:52:50,47.1,100,63
-37.891,145.807,2014-02-10T12:52:50,25,92,44
-37.577,148.484,2014-02-10T12:52:50,69.1,100,75
-37.578,148.472,2014-02-10T12:52:50,35.3,100,57
-37.568,148.482,2014-02-10T12:52:50,23.9,82,48
-37.462,148.592,2014-02-10T12:52:50,31.6,98,56
-37.424,148.671,2014-02-10T12:52:50,20.3,86,42
-37.419,148.664,2014-02-10T12:52:50,36.5,100,54
-37.402,148.648,2014-02-10T12:52:50,41.3,100,59
-37.403,148.637,2014-02-10T12:52:50,39.4,94,59
-37.394,148.634,2014-02-10T12:52:50,38.2,89,59
-37.362,148.739,2014-02-10T12:52:50,27.7,100,49
-37.365,148.715,2014-02-10T12:52:50,21.2,90,43
-37.366,148.629,2014-02-10T12:52:50,34.3,100,56
-37.346,148.711,2014-02-10T12:52:50,24.8,99,47
-37.318,148.779,2014-02-10T12:52:50,25.6,87,48
-37.324,148.688,2014-02-10T12:52:50,46.8,100,63
-37.326,148.676,2014-02-10T12:52:50,32.7,97,54
-37.621,148.517,2014-02-10T12:52:50,27.7,99,47
-37.355,148.713,2014-02-10T12:52:50,28.8,100,50
-37.304,148.77,2014-02-10T12:52:50,29.8,100,51
-37.315,148.686,2014-02-10T12:52:50,27.8,100,49
-37.61,148.528,2014-02-10T12:52:50,43.2,100,58
-37.348,148.774,2014-02-10T12:52:50,32.6,96,53
-37.611,148.515,2014-02-10T12:52:50,38.6,100,56
-37.586,148.486,2014-02-10T12:52:50,56.6,100,68
-37.374,148.643,2014-02-10T12:52:50,39,100,58
-37.619,148.53,2014-02-10T12:52:50,22.1,87,42
-37.3557,148.7127,2014-02-10T12:52:50,28.5,100,50
-37.3244,148.6876,2014-02-10T12:52:50,46.8,100,63
-38.244,146.375,2014-02-10T12:52:40,184.2,100,111
-38.237,146.384,2014-02-10T12:52:40,53.5,100,66
-38.238,146.368,2014-02-10T12:52:40,34.2,100,54
-38.221,146.334,2014-02-10T12:52:40,23.4,92,44
-38.211,146.332,2014-02-10T12:52:40,39.5,100,56
-38.254,146.376,2014-02-10T12:52:40,203.4,100,116
-38.242,146.39,2014-02-10T12:52:40,162.2,100,106
-38.251,146.408,2014-02-10T12:52:40,81.7,100,79
-38.263,146.394,2014-02-10T12:52:40,210.3,100,117
-38.265,146.379,2014-02-10T12:52:40,126.3,100,96
-37.4625,148.5915,2014-02-10T12:52:30,31.1,97,55
-37.3464,148.7106,2014-02-10T12:52:30,24.7,99,47
-38.2634,146.3938,2014-02-10T12:51:40,210.6,100,117
-37.6195,148.5294,2014-02-10T12:51:40,22,86,42
-38.2213,146.3338,2014-02-10T12:51:30,23.2,91,43
-37.6211,148.517,2014-02-10T12:51:20,27.5,99,47
-37.3668,144.9223,2014-02-10T12:51:20,29.6,90,51
-38.2514,146.4073,2014-02-10T12:50:40,83.4,100,80
-38.265,146.3781,2014-02-10T12:50:40,126.4,100,96
-38.2426,146.3899,2014-02-10T12:50:40,163.2,100,106
-38.2443,146.3742,2014-02-10T12:50:40,185.3,100,112
-38.2371,146.3835,2014-02-10T12:50:40,54,100,66
-38.2388,146.368,2014-02-10T12:50:40,34.7,100,54
-37.6101,148.5275,2014-02-10T12:50:40,43.4,100,58
-37.5866,148.4858,2014-02-10T12:50:40,56.5,100,68
-37.6117,148.5151,2014-02-10T12:50:40,38.1,100,55
-37.5881,148.4733,2014-02-10T12:50:40,47.1,100,63
-37.5772,148.4837,2014-02-10T12:50:40,68.7,100,75
-37.5679,148.4817,2014-02-10T12:50:40,23.6,81,47
-37.4191,148.6638,2014-02-10T12:50:40,36,100,53
-37.4036,148.6363,2014-02-10T12:50:40,39.7,95,59
-37.3943,148.6342,2014-02-10T12:50:40,38.2,89,59
-37.3649,148.7149,2014-02-10T12:50:40,21.1,89,43
-37.3742,148.6423,2014-02-10T12:50:40,38.7,100,58
-37.348,148.7733,2014-02-10T12:50:40,32.1,95,53
-37.3663,148.6287,2014-02-10T12:50:40,34.3,100,56
-37.3187,148.7789,2014-02-10T12:50:40,25.5,87,48
-37.3152,148.6857,2014-02-10T12:50:40,27.5,100,49
-37.4017,144.959,2014-02-10T05:10:30,34.5,85,63
-37.3954,144.9172,2014-02-10T05:10:30,62.4,96,79
-38.2745,146.3879,2014-02-10T05:08:20,21.5,80,54
-37.399,144.8357,2014-02-10T05:06:40,53.8,94,75
-37.38,144.911,2014-02-10T05:06:20,50.2,88,74
-37.395,144.916,2014-02-10T05:06:20,62.8,96,79
-37.357,144.897,2014-02-10T05:06:20,58.6,95,76
-37.371,144.946,2014-02-10T05:06:20,159.5,100,109
-37.35,144.898,2014-02-10T05:06:20,46.4,92,70
-37.399,144.835,2014-02-10T05:06:20,54.3,94,75
-37.365,144.905,2014-02-10T05:06:20,68.4,97,81
-37.402,144.958,2014-02-10T05:06:20,35,86,64
-37.411,144.922,2014-02-10T05:06:20,63.5,96,79
-37.387,144.952,2014-02-10T05:06:20,79.6,99,85
-37.405,144.927,2014-02-10T05:06:20,98.5,100,93
-38.274,146.387,2014-02-10T05:06:00,21.5,80,54
-38.272,146.381,2014-02-10T05:06:00,139.6,100,103
-37.3651,144.9053,2014-02-10T05:04:00,68.3,97,81
-37.3573,144.8974,2014-02-10T05:04:00,61.6,95,77
-37.4052,144.9281,2014-02-10T05:03:50,97.2,100,92
-37.4106,144.923,2014-02-10T05:03:50,62.6,96,79
-37.3867,144.9525,2014-02-10T05:03:40,79.1,99,85
-37.3715,144.9466,2014-02-10T05:03:40,158.4,100,109
-37.3802,144.9113,2014-02-10T05:03:30,49.8,88,73
-37.35,144.899,2014-02-10T05:03:20,45.7,92,70
-37.5155,144.8406,2014-02-10T03:35:20,44.6,91,69
-37.2866,144.9186,2014-02-10T03:34:00,37.5,89,65
-38.2444,146.3756,2014-02-10T03:32:50,25.9,83,58
-37.2886,144.8651,2014-02-10T03:32:10,30.8,86,60
-38.2612,146.3775,2014-02-10T03:29:00,81.6,99,85
-37.286,144.873,2014-02-10T03:28:40,29.5,85,59
-37.286,144.918,2014-02-10T03:28:40,35.4,88,64
-37.288,144.864,2014-02-10T03:28:40,28.9,85,59
-37.409,144.835,2014-02-10T03:28:40,37.9,84,65
-37.408,144.936,2014-02-10T03:28:40,55.5,94,75
-37.284,144.926,2014-02-10T03:28:40,23.1,82,56
-37.515,144.84,2014-02-10T03:28:40,43.3,91,68
-37.406,144.944,2014-02-10T03:28:40,48.3,89,71
-37.519,144.837,2014-02-10T03:28:40,42.7,90,68
-37.482,144.836,2014-02-10T03:28:40,34.6,88,64
-37.4827,144.8368,2014-02-10T03:28:30,34.3,88,64
-38.256,146.369,2014-02-10T03:28:20,72.2,97,82
-38.224,146.324,2014-02-10T03:28:20,33.6,86,62
-38.221,146.319,2014-02-10T03:28:20,21.8,80,54
-38.244,146.375,2014-02-10T03:28:20,26,84,58
-38.254,146.416,2014-02-10T03:28:20,28.3,85,60
-38.261,146.377,2014-02-10T03:28:20,79,98,84
-38.503,146.549,2014-02-10T03:28:20,39.9,87,62
-37.4084,144.9369,2014-02-10T03:28:20,55.1,94,74
-37.2845,144.9274,2014-02-10T03:28:20,23.1,82,56
-37.4096,144.8362,2014-02-10T03:28:00,37.3,83,65
-38.5034,146.55,2014-02-10T03:27:50,36.3,85,62
-37.5192,144.8376,2014-02-10T03:27:50,42,90,67
-37.4064,144.9453,2014-02-10T03:27:50,47.4,89,70
-37.2863,144.8736,2014-02-10T03:27:50,29.5,85,59
-38.248,146.366,2014-02-10T00:51:40,58,95,77
-38.25,146.392,2014-02-10T00:51:40,237.3,100,126
-38.263,146.39,2014-02-10T00:51:40,187.6,100,115
-38.253,146.373,2014-02-10T00:51:40,107.4,100,95
-38.239,146.374,2014-02-10T00:51:40,71.6,98,82
-38.241,146.4,2014-02-10T00:51:40,54.8,94,75
-37.414,144.941,2014-02-10T00:51:30,44.7,91,69
-37.425,144.92,2014-02-10T00:51:30,27.5,86,61
-37.461,144.915,2014-02-10T00:51:30,29.7,87,62
-37.491,144.849,2014-02-10T00:51:30,76,98,84
-37.503,144.848,2014-02-10T00:51:30,101,100,93
-37.493,144.869,2014-02-10T00:51:30,25.6,83,60
-37.505,144.868,2014-02-10T00:51:30,49.5,93,73
-37.496,144.843,2014-02-10T00:51:30,64.5,96,79
-37.498,144.863,2014-02-10T00:51:30,72.3,98,83
-37.508,144.841,2014-02-10T00:51:30,36.4,89,65
-37.51,144.861,2014-02-10T00:51:30,63.6,96,79
-37.408,144.928,2014-02-10T00:51:30,40.5,90,67
-37.41,144.948,2014-02-10T00:51:30,21.7,81,55
-37.42,144.927,2014-02-10T00:51:30,27.7,85,60
-37.413,144.921,2014-02-10T00:51:30,21.1,81,56
-38.2513,146.4195,2014-02-10T00:50:20,49.4,93,72
-38.2646,146.4178,2014-02-10T00:48:40,21.2,81,55
-37.4975,144.8641,2014-02-10T00:44:00,72.9,98,83
-38.2409,146.401,2014-02-10T00:43:10,56.8,94,76
-37.4905,144.8503,2014-02-10T00:42:50,76.8,98,84
-38.2562,146.4259,2014-02-10T00:42:50,17.6,80,53
-37.4092,144.9496,2014-02-10T00:42:30,23.3,82,56
-37.5077,144.8422,2014-02-10T00:42:30,36.8,89,65
-37.4073,144.9293,2014-02-10T00:42:20,40.9,90,67
-37.4193,144.9279,2014-02-10T00:42:20,28.3,86,61
-37.4122,144.9225,2014-02-10T00:42:20,20.5,80,55
-37.4242,144.9208,2014-02-10T00:42:20,27.9,86,61
-37.414,144.9426,2014-02-10T00:42:20,45.1,91,69
-37.4602,144.9161,2014-02-10T00:42:20,29.4,87,62
-37.4924,144.8706,2014-02-10T00:42:20,26.1,84,60
-37.5024,144.8487,2014-02-10T00:42:20,101.9,100,93
-37.5044,144.8696,2014-02-10T00:42:20,49.9,93,73
-37.4958,144.8437,2014-02-10T00:42:20,65.1,96,79
-37.5095,144.8626,2014-02-10T00:42:20,64.2,96,79
-38.2389,146.3751,2014-02-10T00:42:20,73.4,98,83
-38.2523,146.3746,2014-02-10T00:42:20,108.2,100,95
-38.2476,146.3679,2014-02-10T00:42:20,58.5,95,77
-38.2495,146.3938,2014-02-10T00:42:20,239.3,100,126
-38.2627,146.3914,2014-02-10T00:42:20,189.1,100,116
-37.5812,148.4732,2014-02-09T15:28:40,66.7,100,73
-37.4072,144.9263,2014-02-09T15:27:40,70.8,100,75
-37.4872,148.4578,2014-02-09T15:27:30,72.8,100,75
-37.5732,148.4877,2014-02-09T15:27:20,96,100,85
-38.2506,146.3858,2014-02-09T15:26:20,125.6,100,95
-37.4326,148.5926,2014-02-09T15:26:00,27.3,93,51
-37.2095,144.9033,2014-02-09T15:25:50,25.8,94,45
-37.409,144.9378,2014-02-09T15:25:40,101.2,100,87
-37.4453,148.4598,2014-02-09T15:25:30,24.2,92,44
-37.5523,148.4325,2014-02-09T15:25:30,54.4,87,68
-37.4532,148.4453,2014-02-09T15:25:20,49.4,100,63
-37.3726,148.3456,2014-02-09T15:25:10,75.2,100,76
-38.1847,146.442,2014-02-09T15:24:50,125.9,100,95
-37.4343,148.4493,2014-02-09T15:24:50,183.3,100,111
-37.5063,148.4543,2014-02-09T15:24:50,41.6,100,58
-36.1309,145.4983,2014-02-09T15:24:40,21.3,89,44
-37.2784,144.8692,2014-02-09T15:24:40,109.2,100,90
-37.3999,144.94,2014-02-09T15:24:40,35.8,100,54
-37.418,144.9356,2014-02-09T15:24:40,93.4,100,84
-38.2539,146.4088,2014-02-09T15:24:40,161,100,105
-37.4516,148.3559,2014-02-09T15:24:40,33.1,100,60
-37.538,148.4735,2014-02-09T15:24:10,30.4,99,51
-37.4777,148.4592,2014-02-09T15:23:20,60.3,100,68
-37.519,148.4779,2014-02-09T15:23:20,29.7,87,52
-36.1516,145.4635,2014-02-09T15:22:40,20.7,92,44
-37.4054,144.9148,2014-02-09T15:22:40,27.5,100,48
-38.2448,146.4108,2014-02-09T15:22:40,67,100,72
-37.42,148.4134,2014-02-09T15:22:30,28.9,96,49
-37.3932,148.3548,2014-02-09T15:22:20,27,82,46
-37.4422,148.4346,2014-02-09T15:22:20,27.3,100,48
-38.2432,146.3993,2014-02-09T15:22:10,113.7,100,92
-37.4643,148.4556,2014-02-09T15:22:10,41.2,100,57
-37.5206,148.4907,2014-02-09T15:22:10,46.9,100,63
-37.371,148.3323,2014-02-09T15:22:00,42.1,100,57
-37.3883,148.3934,2014-02-09T15:22:00,53.6,92,64
-37.4137,148.4406,2014-02-09T15:22:00,37.1,100,56
-37.5301,148.4887,2014-02-09T15:22:00,27.6,100,48
-37.5796,148.4605,2014-02-09T15:22:00,56.5,100,68
-37.5827,148.4857,2014-02-09T15:22:00,50.5,100,64
-37.6082,148.5338,2014-02-09T15:22:00,20.6,85,41
-37.3821,148.344,2014-02-09T15:21:30,30.7,96,52
-37.5396,148.4867,2014-02-09T15:21:30,73.1,100,76
-36.0502,145.823,2014-02-09T15:21:20,28,100,48
-37.2186,144.9011,2014-02-09T15:21:20,60.2,100,69
-37.3327,144.9155,2014-02-09T15:21:00,19.6,80,41
-37.3916,148.3424,2014-02-09T15:21:00,29.5,100,49
-37.5,148.4818,2014-02-09T15:21:00,37,87,57
-38.2062,146.3362,2014-02-09T15:20:50,40.8,100,57
-37.4232,148.4387,2014-02-09T15:20:50,39.6,100,57
-37.4761,148.4465,2014-02-09T15:20:50,55.2,100,66
-37.6194,148.5449,2014-02-09T15:20:50,25.6,96,45
-37.4327,148.4366,2014-02-09T15:20:40,45.8,100,61
-37.4888,148.4707,2014-02-09T15:20:40,33.4,100,52
-37.5716,148.4751,2014-02-09T15:20:40,42.4,97,59
-37.4665,148.4481,2014-02-09T15:20:20,46.3,100,60
-37.2802,144.8806,2014-02-09T15:20:10,40.8,100,59
-37.3236,144.9177,2014-02-09T15:20:10,61.9,100,71
-37.3765,144.8506,2014-02-09T15:20:10,40.2,88,58
-37.4343,144.9259,2014-02-09T15:20:10,26.8,96,45
-38.3669,147.0223,2014-02-09T15:20:10,32.7,100,49
-37.3995,148.328,2014-02-09T15:20:10,27.8,100,48
-37.5013,148.9115,2014-02-09T15:20:10,40.4,100,57
-36.1425,145.4656,2014-02-09T15:19:50,38.3,100,58
-37.3475,144.8457,2014-02-09T15:19:50,55.3,98,67
-37.3981,144.9285,2014-02-09T15:19:50,54.5,100,65
-37.6178,148.532,2014-02-09T15:19:50,37.8,100,55
-37.2204,144.9126,2014-02-09T15:19:40,61.9,100,70
-37.3218,144.9061,2014-02-09T15:19:40,27,100,50
-37.3566,144.8435,2014-02-09T15:19:40,44.2,89,60
-37.3805,148.331,2014-02-09T15:19:40,25.3,88,47
-37.4216,148.4261,2014-02-09T15:19:40,28.8,94,49
-37.4438,148.4473,2014-02-09T15:19:40,73.4,100,75
-37.4557,148.3608,2014-02-09T15:19:40,24.9,84,54
-36.1408,145.4544,2014-02-09T15:19:30,40.8,100,59
-37.2294,144.9104,2014-02-09T15:19:30,26.7,86,47
-37.3037,144.9106,2014-02-09T15:19:30,26.2,80,49
-37.3055,144.922,2014-02-09T15:19:30,45.9,98,62
-37.3145,144.9199,2014-02-09T15:19:30,89.1,100,83
-37.4162,144.9241,2014-02-09T15:19:30,88.3,100,83
-37.4253,144.9219,2014-02-09T15:19:30,30.5,100,51
-37.4271,144.9334,2014-02-09T15:19:30,52.5,100,65
-37.4361,144.9373,2014-02-09T15:19:30,20.5,81,40
-38.1864,146.4535,2014-02-09T15:19:30,37.4,100,55
-38.2153,146.3341,2014-02-09T15:19:30,55.8,100,67
-38.2169,146.3456,2014-02-09T15:19:30,30.4,100,51
-38.2244,146.332,2014-02-09T15:19:30,21.2,86,42
-38.2399,146.3762,2014-02-09T15:19:30,45.2,100,61
-38.3685,147.0342,2014-02-09T15:19:30,30.6,100,48
-37.4087,148.8256,2014-02-09T15:19:30,24.5,91,43
-37.3639,148.3908,2014-02-09T15:19:30,61.1,100,70
-37.3678,148.3848,2014-02-09T15:19:30,59.1,92,67
-37.3898,148.4055,2014-02-09T15:19:30,43.3,100,57
-37.3979,148.3919,2014-02-09T15:19:30,41.9,81,57
-37.4089,148.4028,2014-02-09T15:19:30,39.2,89,55
-37.4248,148.4513,2014-02-09T15:19:30,41.1,100,58
-37.4311,148.4241,2014-02-09T15:19:30,27.2,99,47
-37.4358,148.4619,2014-02-09T15:19:30,34.2,100,53
-37.503,148.925,2014-02-09T15:19:30,24,94,45
-37.45,148.3431,2014-02-09T15:19:30,16,100,48
-37.4627,148.443,2014-02-09T15:19:30,48.7,100,62
-37.4652,148.3589,2014-02-09T15:19:30,18.6,83,49
-37.4856,148.4449,2014-02-09T15:19:30,46.3,100,60
-37.4968,148.4561,2014-02-09T15:19:30,38.5,100,56
-37.4984,148.4691,2014-02-09T15:19:30,35.4,92,55
-37.5174,148.4653,2014-02-09T15:19:30,24.9,81,47
-37.5111,148.4927,2014-02-09T15:19:30,36.1,100,56
-37.5285,148.4759,2014-02-09T15:19:30,22.5,88,46
-37.5492,148.4848,2014-02-09T15:19:30,68.8,100,74
-37.5413,148.4997,2014-02-09T15:19:30,24.4,97,46
-37.5587,148.483,2014-02-09T15:19:30,40.4,100,58
-37.5637,148.4896,2014-02-09T15:19:30,44.7,100,60
-37.5652,148.5026,2014-02-09T15:19:30,31.4,100,50
-37.5748,148.5005,2014-02-09T15:19:30,145.9,100,101
-37.5843,148.4986,2014-02-09T15:19:30,57.6,100,68
-37.6098,148.5467,2014-02-09T15:19:30,43.9,100,59
-37.2345,144.8992,2014-02-09T13:53:20,50.5,100,64
-37.379,148.382,2014-02-09T13:51:40,35.9,90,57
-38.248,146.3561,2014-02-09T13:48:20,35.2,100,53
-37.4732,148.3843,2014-02-09T13:48:20,13.2,95,45
-37.3163,144.9011,2014-02-09T13:48:20,116.6,100,93
-36.133,145.464,2014-02-09T13:48:10,26.5,100,50
-37.283,144.863,2014-02-09T13:48:00,75.5,100,78
-37.234,144.9,2014-02-09T13:48:00,50,100,63
-37.237,144.896,2014-02-09T13:48:00,35.8,100,54
-37.224,144.891,2014-02-09T13:48:00,37.1,100,54
-37.419,144.919,2014-02-09T13:47:50,48.5,100,63
-37.316,144.902,2014-02-09T13:47:50,116.6,100,94
-37.402,144.938,2014-02-09T13:47:50,25.7,83,46
-37.407,144.915,2014-02-09T13:47:50,70.9,100,74
-37.311,144.926,2014-02-09T13:47:50,64.4,93,72
-37.325,144.912,2014-02-09T13:47:50,147.3,100,102
-37.329,144.906,2014-02-09T13:47:50,97.7,100,86
-37.417,144.923,2014-02-09T13:47:50,66.8,100,73
-37.432,144.924,2014-02-09T13:47:50,39,100,57
-37.429,144.928,2014-02-09T13:47:50,47.2,100,62
-37.394,148.389,2014-02-09T13:47:40,30,100,55
-37.387,148.382,2014-02-09T13:47:40,34.8,84,57
-37.448,148.417,2014-02-09T13:47:40,13.8,87,44
-37.457,148.378,2014-02-09T13:47:40,13.2,95,45
-37.378,148.383,2014-02-09T13:47:40,35,87,57
-37.432,148.412,2014-02-09T13:47:40,13.6,88,44
-37.442,148.372,2014-02-09T13:47:40,16.8,100,48
-37.578,148.475,2014-02-09T13:47:40,36.6,100,55
-37.473,148.385,2014-02-09T13:47:40,13.3,95,45
-38.248,146.419,2014-02-09T13:47:30,57.7,100,67
-38.237,146.378,2014-02-09T13:47:30,100.6,100,87
-38.261,146.362,2014-02-09T13:47:30,23,91,43
-38.176,146.449,2014-02-09T13:47:30,30.2,100,49
-38.183,146.42,2014-02-09T13:47:30,38.2,100,55
-38.241,146.385,2014-02-09T13:47:30,188.9,100,112
-38.25,146.384,2014-02-09T13:47:30,206.7,100,116
-38.248,146.357,2014-02-09T13:47:30,34.4,100,53
-38.244,146.412,2014-02-09T13:47:30,86.2,100,81
-37.4426,148.3712,2014-02-09T13:46:40,16.7,100,48
-37.458,148.3772,2014-02-09T13:46:30,13,94,45
-37.2249,144.8908,2014-02-09T13:46:30,36.6,100,54
-37.4323,148.4114,2014-02-09T13:45:50,13.5,88,44
-37.2377,144.8953,2014-02-09T13:45:50,38.3,100,56
-38.2615,146.3612,2014-02-09T13:45:40,22.8,90,43
-38.2444,146.4111,2014-02-09T13:45:40,86.3,100,81
-37.5788,148.4742,2014-02-09T13:45:30,36.3,100,55
-36.1333,145.4633,2014-02-09T13:45:30,26.2,100,50
-38.2484,146.4179,2014-02-09T13:45:20,57.8,100,67
-38.2373,146.3776,2014-02-09T13:45:20,101.1,100,87
-37.4199,144.9185,2014-02-09T13:45:20,49,100,63
-38.2414,146.3847,2014-02-09T13:45:10,192.6,100,113
-38.2505,146.3838,2014-02-09T13:45:10,206.8,100,116
-37.4021,144.9378,2014-02-09T13:45:10,25.5,82,46
-37.329,144.9057,2014-02-09T13:45:10,98.4,100,87
-38.1769,146.4487,2014-02-09T13:45:00,29.9,100,49
-38.1837,146.419,2014-02-09T13:45:00,37.7,100,55
-37.4297,144.9271,2014-02-09T13:45:00,47.5,100,62
-37.2836,144.8628,2014-02-09T13:45:00,75.6,100,78
-37.4481,148.4162,2014-02-09T13:44:50,13.7,87,44
-37.3944,148.3886,2014-02-09T13:44:50,30.1,100,55
-37.3873,148.3807,2014-02-09T13:44:50,35.1,85,57
-37.417,144.9227,2014-02-09T13:44:50,67.6,100,73
-37.4326,144.923,2014-02-09T13:44:50,39.2,100,57
-37.4072,144.9142,2014-02-09T13:44:50,70.9,100,74
-37.3258,144.9111,2014-02-09T13:44:50,149,100,103
-37.3111,144.9251,2014-02-09T13:44:50,64.3,93,72
-38.547,146.501,2014-02-09T00:09:00,83.5,100,89
-38.549,146.513,2014-02-09T00:09:00,160.9,100,111
-38.531,146.518,2014-02-09T00:08:50,122.8,100,102
-38.5488,146.5141,2014-02-09T00:06:10,162,100,111
-38.5303,146.5193,2014-02-09T00:03:10,123,100,102
-38.5468,146.5019,2014-02-09T00:01:30,84.2,100,89
-37.2021,148.4382,2014-02-08T13:11:00,35.5,100,59
-37.1717,148.514,2014-02-08T13:10:20,43.4,100,64
-37.1508,148.4786,2014-02-08T13:09:30,27.3,100,53
-37.1469,148.4422,2014-02-08T13:09:00,24.8,100,51
-37.2548,148.6957,2014-02-08T13:08:50,20,96,45
-37.1528,148.5273,2014-02-08T13:08:50,19.7,98,46
-37.2288,148.3856,2014-02-08T13:08:40,17.4,95,47
-37.1846,148.5526,2014-02-08T13:08:40,45.8,100,64
-37.1968,148.4727,2014-02-08T13:08:40,24.2,100,51
-37.1619,148.5297,2014-02-08T13:08:40,24.4,100,50
-37.1309,148.4859,2014-02-08T13:08:40,44,100,64
-37.1699,148.5255,2014-02-08T13:08:40,29.7,100,55
-37.1577,148.4328,2014-02-08T13:08:40,30.8,100,55
-37.3061,148.4224,2014-02-08T13:08:40,180.4,100,113
-37.1878,148.4702,2014-02-08T13:07:10,19.3,98,46
-37.1842,148.4935,2014-02-08T13:06:00,30.1,100,54
-37.1776,148.4259,2014-02-08T13:06:00,23,100,49
-37.1235,148.4723,2014-02-08T13:05:50,27.1,100,52
-37.2707,148.4194,2014-02-08T13:05:50,40.9,100,62
-37.2038,148.4267,2014-02-08T13:05:40,41.4,100,63
-37.1054,148.4681,2014-02-08T13:05:40,24.1,100,49
-37.2093,148.4521,2014-02-08T13:05:40,27.2,100,52
-37.1697,148.3536,2014-02-08T13:05:40,21.8,100,49
-37.1607,148.3515,2014-02-08T13:05:40,12.7,84,41
-37.25,148.557,2014-02-08T13:05:10,15.8,88,42
-37.27,148.42,2014-02-08T13:05:10,40.9,100,62
-37.25,148.427,2014-02-08T13:05:10,17.3,92,46
-37.219,148.573,2014-02-08T13:05:10,17.5,84,43
-37.24,148.436,2014-02-08T13:05:10,14.8,86,45
-37.243,148.413,2014-02-08T13:05:10,21.1,100,50
-37.229,148.445,2014-02-08T13:05:10,38.7,100,61
-37.231,148.434,2014-02-08T13:05:10,32.6,100,59
-37.232,148.422,2014-02-08T13:05:10,32.9,100,59
-37.234,148.411,2014-02-08T13:05:10,25.5,100,54
-37.236,148.399,2014-02-08T13:05:10,37.3,100,61
-37.238,148.388,2014-02-08T13:05:10,68.4,100,77
-37.239,148.377,2014-02-08T13:05:10,15.1,91,43
-37.22,148.443,2014-02-08T13:05:10,16.6,92,45
-37.222,148.432,2014-02-08T13:05:10,47,100,67
-37.223,148.42,2014-02-08T13:05:10,19.4,100,48
-37.229,148.386,2014-02-08T13:05:10,17.7,96,47
-37.214,148.418,2014-02-08T13:05:10,48.6,100,67
-37.221,148.373,2014-02-08T13:05:10,39,100,62
-37.181,148.575,2014-02-08T13:05:10,18.3,92,44
-37.183,148.564,2014-02-08T13:05:10,35.8,100,58
-37.184,148.553,2014-02-08T13:05:10,44.7,100,63
-37.186,148.541,2014-02-08T13:05:10,17.6,91,43
-37.195,148.484,2014-02-08T13:05:10,13.2,83,41
-37.196,148.473,2014-02-08T13:05:10,24.3,100,51
-37.198,148.461,2014-02-08T13:05:10,30.3,100,55
-37.2,148.45,2014-02-08T13:05:10,73.9,100,79
