station,date,air_temperature_celcius,relative_humidity,wind_speed_knots
2002-022A,2012-05-20,14,49.9,6.8
2002-022A,2012-05-21,12,51.6,3.4
2002-022A,2012-05-22,14,50.1,8.7
2002-022A,2012-05-23,14,51,9.9
2002-022A,2012-05-24,17,48.7,10.5
2002-022A,2012-05-25,15,49.9,7.9
2002-022A,2012-05-26,14,48.4,7.5
2002-022A,2012-05-27,14,50.7,8.6
2002-022A,2012-05-28,13,48.5,7.1
2002-022A,2012-05-29,14,48.1,13.7
2002-022A,2012-05-30,9,41.2,10
2002-022A,2012-05-31,12,42.8,12.1
2002-022A,2012-06-01,8,41.6,8.3
2002-022A,2012-06-02,11,43.8,6.5
2002-022A,2012-06-03,11,43.2,5.5
2002-022A,2012-06-04,12,47,4.8
2002-022A,2012-06-05,8,43.3,3.9
2002-022A,2012-06-06,9,43.2,4.9
2002-022A,2012-06-07,12,47.6,9.1
2002-022A,2012-06-08,9,40.8,6.7
2002-022A,2012-06-09,8,40.7,5.3
2002-022A,2012-06-10,10,46.3,4.6
2002-022A,2012-06-11,10,47.1,4.6
2002-022A,2012-06-12,8,44.5,4.7
2002-022A,2012-06-13,10,44.9,5.5
2002-022A,2012-06-14,12,49.4,4.4
2002-022A,2012-06-15,8,43.1,3.4
2002-022A,2012-06-16,11,46.4,6.5
2002-022A,2012-06-17,11,45.4,5.2
2002-022A,2012-06-18,8,42.6,2
2002-022A,2012-06-19,10,45.6,4.5
2002-022A,2012-06-20,10,47.9,4.1
2002-022A,2012-06-21,11,45.1,5.6
2002-022A,2012-06-22,11,45.3,10.6
2002-022A,2012-06-23,10,45.9,3.2
2002-022A,2012-06-24,10,41.4,9.4
2002-022A,2012-06-25,11,43.9,11.2
2002-022A,2012-06-26,10,37.9,8.5
2002-022A,2012-06-27,11,44.2,8.7
2002-022A,2012-06-28,10,45.7,3.6
2002-022A,2012-06-29,9,41,8.2
2002-022A,2012-06-30,10,43.7,7.2
2002-022A,2012-07-01,10,42.1,9.4
2002-022A,2012-07-02,5,34.9,4.3
2002-022A,2012-07-03,5,33.1,5.8
2002-022A,2012-07-04,6,30.8,5.7
2002-022A,2012-07-05,11,45.1,11.5
2002-022A,2012-07-06,12,47.2,8.8
2002-022A,2012-07-07,9,42.4,7.2
2002-022A,2012-07-08,9,40.1,7.5
2002-022A,2012-07-09,9,41.2,9.8
2002-022A,2012-07-10,9,42.8,9.3
2002-022A,2012-07-11,10,39.4,9.6
2002-022A,2012-07-12,10,44.4,5.6
2002-022A,2012-07-13,6,39,1.8
2002-022A,2012-07-14,9,39,5.6
2002-022A,2012-07-15,12,40.7,16.7
2002-022A,2012-07-16,9,40,8.6
2002-022A,2012-07-17,6,37.1,5.8
2002-022A,2012-07-18,10,35.6,14.5
2002-022A,2012-07-19,12,41.8,14.7
2002-022A,2012-07-20,10,44.8,8.8
2002-022A,2012-07-21,10,43.5,12
2002-022A,2012-07-22,7,40.5,8.1
2002-022A,2012-07-23,8,39.3,7.7
2002-022A,2012-07-24,11,35.3,18.2
2002-022A,2012-07-25,10,44.7,8
2002-022A,2012-07-26,12,44.7,11.4
2002-022A,2012-07-27,13,44,13.6
2002-022A,2012-07-28,8,43.8,7.3
2002-022A,2012-07-29,11,43.5,13.1
2002-022A,2012-07-30,11,40.5,13.4
2002-022A,2012-07-31,15,41.5,17
2002-022A,2012-08-01,9,42,4.6
2002-022A,2012-08-02,7,40.5,3.1
2002-022A,2012-08-03,7,40.7,3.7
2002-022A,2012-08-04,5,38.6,1.8
2002-022A,2012-08-05,8,44.6,3.9
2002-022A,2012-08-06,10,41,14.1
2002-022A,2012-08-07,11,40.4,19.3
2002-022A,2012-08-08,9,41.1,12.7
2002-022A,2012-08-09,9,42.9,8.9
2002-022A,2012-08-10,12,44.9,7.9
2002-022A,2012-08-11,14,43.7,17
2002-022A,2012-08-12,15,41.6,15
2002-022A,2012-08-13,12,43.9,12
2002-022A,2012-08-14,12,47,7.7
2002-022A,2012-08-15,15,41.2,13.8
2002-022A,2012-08-16,14,44.6,7.7
2002-022A,2012-08-17,14,49.9,13.7
2002-022A,2012-08-18,13,42.5,14
2002-022A,2012-08-19,10,39.9,12.6
2002-022A,2012-08-20,8,41,11
2002-022A,2012-08-21,7,37.9,5.7
2002-022A,2012-08-22,8,37.2,5.5
2002-022A,2012-08-23,9,40.4,6.9
2002-022A,2012-08-24,12,43.3,7
2002-022A,2012-08-25,10,44.1,7.3
2002-022A,2012-08-26,9,42.2,6.4
2002-022A,2012-08-27,12,40.4,5.9
2002-022A,2012-08-28,11,39.7,11.8
2002-022A,2012-08-29,7,37.2,6.2
2002-022A,2012-08-30,8,40.8,5.5
2002-022A,2012-08-31,10,41.4,6.9
2002-022A,2012-09-01,8,39.3,4.7
2002-022A,2012-09-02,8,36.3,6.3
2002-022A,2012-09-03,13,38.4,11.5
2002-022A,2012-09-04,17,38.7,16.8
2002-022A,2012-09-05,12,41,12.9
2002-022A,2012-09-06,8,35,14.4
2002-022A,2012-09-07,8,38.6,12.8
2002-022A,2012-09-08,10,43.7,9.5
2002-022A,2012-09-09,10,43.6,9.7
2002-022A,2012-09-10,9,41.9,9.2
2002-022A,2012-09-11,9,43.9,5.7
2002-022A,2012-09-12,11,41.7,8.7
2002-022A,2012-09-13,14,47.4,10.6
2002-022A,2012-09-14,13,51.1,6
2002-022A,2012-09-15,9,40.1,12.1
2002-022A,2012-09-16,12,44.5,11.1
2002-022A,2012-09-17,11,46.2,10.5
2002-022A,2012-09-18,9,37.9,9.1
2002-022A,2012-09-19,14,36,15.9
2002-022A,2012-09-20,14,39.3,17.7
2002-022A,2012-09-21,9,41.2,6.7
2002-022A,2012-09-22,14,41.7,12.3
2002-022A,2012-09-23,15,47.3,8.6
2002-022A,2012-09-24,20,43.6,10.3
2002-022A,2012-09-25,17,46.3,11.7
2002-022A,2012-09-26,14,44,14.4
2002-022A,2012-09-27,9,42.1,7.6
2002-022A,2012-09-28,11,40.8,6.4
2002-022A,2012-09-29,15,44.8,8.3
2002-022A,2012-09-30,13,43.6,9
2002-022A,2012-10-01,14,41.6,13.1
2002-022A,2012-10-02,11,41.6,7.9
2002-022A,2012-10-03,12,47.9,6.7
2002-022A,2012-10-04,11,44.2,5.8
2002-022A,2012-10-05,13,46.2,5.6
2002-022A,2012-10-06,19,50.3,7.7
2002-022A,2012-10-07,12,47.5,15
2002-022A,2012-10-08,11,45.3,8.5
2002-022A,2012-10-09,17,46.4,9.5
2002-022A,2012-10-10,18,54.6,12
2002-022A,2012-10-11,12,44.4,7.8
2002-022A,2012-10-12,13,42.5,8
2002-022A,2012-10-13,15,48.2,14.7
2002-022A,2012-10-14,15,44.5,10.2
2002-022A,2012-10-15,12,44.2,6.2
2002-022A,2012-10-16,11,43.2,5.9
2002-022A,2012-10-17,13,50.7,6.1
2002-022A,2012-10-18,19,54.3,5.9
2002-022A,2012-10-19,22,46.8,8
2002-022A,2012-10-20,26,52.2,13.7
2002-022A,2012-10-21,15,51,9.6
2002-022A,2012-10-22,13,42,11.4
2002-022A,2012-10-23,12,47.3,9.7
2002-022A,2012-10-24,13,50.3,8.6
2002-022A,2012-10-25,14,49.5,6
2002-022A,2012-10-26,15,53.7,6.8
2002-022A,2012-10-27,14,51,9.1
2002-022A,2012-10-28,13,50.4,7.9
2002-022A,2012-10-29,22,46.9,12.9
2002-022A,2012-10-30,15,48.7,8.5
2002-022A,2012-10-31,17,44.9,16.1
2002-022A,2012-11-01,11,43.2,8.1
2002-022A,2012-11-02,13,47.1,8.1
2002-022A,2012-11-03,13,50.1,8.5
2002-022A,2012-11-04,12,43.8,6.7
2002-022A,2012-11-05,11,40.4,9.2
2002-022A,2012-11-06,11,41.4,7.7
2002-022A,2012-11-07,13,43.3,9.4
2002-022A,2012-11-08,13,44.1,12.9
2002-022A,2012-11-09,12,42.7,10
2002-022A,2012-11-10,12,46.6,6.7
2002-022A,2012-11-11,14,50.9,5.9
2002-022A,2012-11-12,18,53.8,6.4
2002-022A,2012-11-13,18,55.6,8.2
2002-022A,2012-11-14,18,53.8,6.7
2002-022A,2012-11-15,24,51.9,7.3
2002-022A,2012-11-16,28,48.3,11.9
2002-022A,2012-11-17,21,58.8,8.8
2002-022A,2012-11-18,18,61.5,5.5
2002-022A,2012-11-19,19,58.7,5.5
2002-022A,2012-11-20,20,58.4,4.7
2002-022A,2012-11-21,22,57,8.5
2002-022A,2012-11-22,24,55.5,7.9
2002-022A,2012-11-23,24,51.8,7.9
2002-022A,2012-11-24,23,49.6,6.3
2002-022A,2012-11-25,24,56.8,5.7
2002-022A,2012-11-26,23,58.8,9.1
2002-022A,2012-11-27,24,60.1,8
2002-022A,2012-11-28,20,60.8,10.4
2002-022A,2012-11-29,17,52.7,7.7
2002-022A,2012-11-30,23,58.8,8.8
2002-022A,2012-12-01,28,56.7,9.3
2002-022A,2012-12-02,26,61,9.3
2002-022A,2012-12-03,17,59,9.4
2002-022A,2012-12-04,15,56.2,16.9
2002-022A,2012-12-05,14,48.2,12.5
2002-022A,2012-12-06,14,48.2,9.1
2002-022A,2012-12-07,17,53,14.6
2002-022A,2012-12-08,16,51.7,7.4
2002-022A,2012-12-09,15,51,9
2002-022A,2012-12-10,15,48.1,7.9
2002-022A,2012-12-11,17,53.6,7.6
2002-022A,2012-12-12,17,53.5,7.3
2002-022A,2012-12-13,17,52,8.8
2002-022A,2012-12-14,19,55.3,6.2
2002-022A,2012-12-15,28,49.9,11
2002-022A,2012-12-16,17,52.5,7.7
2002-022A,2012-12-17,18,52,7.1
2002-022A,2012-12-18,18,53.7,9
2002-022A,2012-12-19,21,58.7,7.8
2002-022A,2012-12-20,25,60.9,6.3
2002-022A,2012-12-21,21,57.4,10.7
2002-022A,2012-12-22,17,51.2,9.9
2002-022A,2012-12-23,17,52.5,5.7
2002-022A,2012-12-24,19,55.8,6
2002-022A,2012-12-25,19,53.9,8.3
2002-022A,2012-12-26,16,47,12
2002-022A,2012-12-27,17,50.4,10.8
2002-022A,2012-12-28,22,55.5,10.3
2002-022A,2012-12-29,28,58.3,9.3
2002-022A,2012-12-30,21,61.1,6.6
2002-022A,2012-12-31,19,59.7,7.4
2002-022A,2013-01-01,16,51.5,8.7
2002-022A,2013-01-02,18,53.6,7.9
2002-022A,2013-01-03,19,52.9,8.1
2002-022A,2013-01-04,19,56.8,7.9
2002-022A,2013-01-05,15,50.7,9.2
2002-022A,2013-01-06,16,53.6,8.1
2002-022A,2013-01-07,24,61.6,7.7
2002-022A,2013-01-08,24,62.3,7
2002-022A,2013-01-09,26,60.8,6.9
2002-022A,2013-01-10,32,54.1,12.8
2002-022A,2013-01-11,20,57.7,9.9
2002-022A,2013-01-12,19,56.3,5.8
2002-022A,2013-01-13,20,57,8.7
2002-022A,2013-01-14,18,53.3,7.9
2002-022A,2013-01-15,22,56.3,8
2002-022A,2013-01-16,19,54.1,11.2
2002-022A,2013-01-17,17,50.4,11.9
2002-022A,2013-01-18,16,50.8,5.8
2002-022A,2013-01-19,24,55.4,5.9
2002-022A,2013-01-20,24,53.4,9.9
2002-022A,2013-01-21,16,46.7,10
2002-022A,2013-01-22,19,57.2,8.9
2002-022A,2013-01-23,16,50.9,12.9
2002-022A,2013-01-24,17,52.5,6.7
2002-022A,2013-01-25,23,59,6
2002-022A,2013-01-26,25,58.3,12.2
2002-022A,2013-01-27,16,48.2,9.9
2002-022A,2013-01-28,17,50.8,9
2002-022A,2013-01-29,18,53.5,8.8
2002-022A,2013-01-30,19,56.1,6.9
2002-022A,2013-01-31,18,57,7.4
2002-022A,2013-02-01,22,58,6.9
2002-022A,2013-02-02,20,55.8,10.5
2002-022A,2013-02-03,16,48.4,8.1
2002-022A,2013-02-04,16,48.9,5.4
2002-022A,2013-02-05,18,53,6.6
2002-022A,2013-02-06,18,54.4,5.7
2002-022A,2013-02-07,26,53.7,8.7
2002-022A,2013-02-08,21,64.5,10.6
2002-022A,2013-02-09,16,48.1,9.3
2002-022A,2013-02-10,20,57.4,10.9
2002-022A,2013-02-11,31,61.9,14.1
2002-022A,2013-02-12,22,62.7,7.6
2002-022A,2013-02-13,21,60.4,6.8
2002-022A,2013-02-14,19,53.8,9.2
2002-022A,2013-02-15,16,48.3,14.4
2002-022A,2013-02-16,16,53.6,12.1
2002-022A,2013-02-17,14,48.5,7.3
2002-022A,2013-02-18,22,53.4,10.9
2002-022A,2013-02-19,18,53.6,7.2
2002-022A,2013-02-20,18,49.4,9.3
2002-022A,2013-02-21,15,44.6,9.7
2002-022A,2013-02-22,13,48.5,10.7
2002-022A,2013-02-23,15,49.1,9.6
2002-022A,2013-02-24,16,51,6
2002-022A,2013-02-25,23,49.6,10
2002-022A,2013-02-26,18,55.5,8.9
2002-022A,2013-02-27,16,48.3,9.4
2002-022A,2013-02-28,17,52.6,10.3
2002-022A,2013-03-01,21,54.9,7.4
2002-022A,2013-03-02,24,55.6,5.9
2002-022A,2013-03-03,23,54.1,5.7
2002-022A,2013-03-04,21,57.3,5.4
2002-022A,2013-03-05,20,62.6,10.1
2002-022A,2013-03-06,21,59.5,12.4
2002-022A,2013-03-07,22,62,7.9
2002-022A,2013-03-08,20,58.8,11.5
2002-022A,2013-03-09,20,52.9,17
2002-022A,2013-03-10,19,51.5,10.2
2002-022A,2013-03-11,21,51.7,7.2
2002-022A,2013-03-12,23,53.4,6.1
2002-022A,2013-03-13,19,60.2,6.4
2002-022A,2013-03-14,20,59.7,8.6
2002-022A,2013-03-15,21,58.1,5.3
2002-022A,2013-03-16,20,62.2,7.1
2002-022A,2013-03-17,25,58.3,7.1
2002-022A,2013-03-18,28,58.4,11.9
2002-022A,2013-03-19,18,53.3,10.8
2002-022A,2013-03-20,18,51.1,8.1
2002-022A,2013-03-21,21,52.8,4.1
2002-022A,2013-03-22,24,55.2,5.8
2002-022A,2013-03-23,23,63.8,7.1
2002-022A,2013-03-24,20,67.4,8.5
2002-022A,2013-03-25,18,57.5,16.1
2002-022A,2013-03-26,18,55.6,12.8
2002-022A,2013-03-27,20,58.4,6.1
2002-022A,2013-03-28,23,61.9,8
2002-022A,2013-03-29,23,60.6,10.1
2002-022A,2013-03-30,17,53.4,9.4
2002-022A,2013-03-31,18,50.6,6
2002-022A,2013-04-01,17,49.9,12.2
2002-022A,2013-04-02,13,47,7.9
2002-022A,2013-04-03,14,45.8,6.5
2002-022A,2013-04-04,14,45.7,9.2
2002-022A,2013-04-05,12,43.4,9.3
2002-022A,2013-04-06,15,47.7,5.9
2002-022A,2013-04-07,16,47.5,5.4
2002-022A,2013-04-08,17,47.2,4.9
2002-022A,2013-04-09,19,44.2,7.8
2002-022A,2013-04-10,21,47,13.2
2002-022A,2013-04-11,19,52.8,12.5
2002-022A,2013-04-12,11,48.2,10.8
2002-022A,2013-04-13,14,50.4,12.8
2002-022A,2013-04-14,14,52.5,7
2002-022A,2013-04-15,14,52.4,6.7
2002-022A,2013-04-16,16,54.9,5.9
2002-022A,2013-04-17,13,48.5,5.3
2002-022A,2013-04-18,12,44,4.7
2002-022A,2013-04-19,15,49.3,3.6
2002-022A,2013-04-20,13,51.4,4.6
2002-022A,2013-04-21,15,56.1,5.1
2002-022A,2013-04-22,22,52.8,9.1
2002-022A,2013-04-23,20,53.5,7.2
2002-022A,2013-04-24,17,58.1,11.7
2002-022A,2013-04-25,18,58.9,5.5
2002-022A,2013-04-26,17,59.3,4.2
2002-022A,2013-04-27,19,60.5,7
2002-022A,2013-04-28,14,52.8,9.3
2002-022A,2013-04-29,11,40.8,12.2
2002-022A,2013-04-30,12,48.2,7.3
2002-022A,2013-05-01,16,54.8,8.3
2002-022A,2013-05-02,15,51.9,6.6
2002-022A,2013-05-03,15,45.6,10.2
2002-022A,2013-05-04,14,49.2,10.5
2002-022A,2013-05-05,10,42.6,8.9
2002-022A,2013-05-06,10,43.1,4.7
2002-022A,2013-05-07,10,43.3,2.6
2002-022A,2013-05-08,14,47.4,7.1
2002-022A,2013-05-09,12,45.1,11.9
2002-022A,2013-05-10,12,45,10.5
2002-022A,2013-05-11,12,49.9,6.1
2002-022A,2013-05-12,12,49,4.6
2002-022A,2013-05-13,10,45.7,3.7
2002-022A,2013-05-14,9,45.3,2.5
2002-022A,2013-05-15,14,47.9,5.3
2002-022A,2013-05-16,9,44,2.8
2002-022A,2013-05-17,10,46.8,5.3
2002-022A,2013-05-18,10,47,5.2
2002-022A,2013-05-19,12,48.8,4.2
2002-022A,2013-05-20,13,49.4,3.8
2002-022A,2013-05-21,14,49.9,6.8
2002-022A,2013-05-22,12,51.6,3.4
2002-022A,2013-05-23,14,50.1,8.7
2002-022A,2013-05-24,14,51,9.9
2002-022A,2013-05-25,17,48.7,10.5
2002-022A,2013-05-26,15,49.9,7.9
2002-022A,2013-05-27,14,48.4,7.5
2002-022A,2013-05-28,14,50.7,8.6
2002-022A,2013-05-29,13,48.5,7.1
2002-022A,2013-05-30,14,48.1,13.7
2002-022A,2013-05-31,9,41.2,10
2002-022A,2013-06-01,12,42.8,12.1
2002-022A,2013-06-02,8,41.6,8.3
2002-022A,2013-06-03,11,43.8,6.5
2002-022A,2013-06-04,11,43.2,5.5
2002-022A,2013-06-05,12,47,4.8
2002-022A,2013-06-06,8,43.3,3.9
2002-022A,2013-06-07,9,43.2,4.9
2002-022A,2013-06-08,12,47.6,9.1
2002-022A,2013-06-09,9,40.8,6.7
2002-022A,2013-06-10,8,40.7,5.3
2002-022A,2013-06-11,10,46.3,4.6
2002-022A,2013-06-12,10,47.1,4.6
2002-022A,2013-06-13,8,44.5,4.7
2002-022A,2013-06-14,10,44.9,5.5
2002-022A,2013-06-15,12,49.4,4.4
2002-022A,2013-06-16,8,43.1,3.4
2002-022A,2013-06-17,11,46.4,6.5
2002-022A,2013-06-18,11,45.4,5.2
2002-022A,2013-06-19,8,42.6,2
2002-022A,2013-06-20,10,45.6,4.5
2002-022A,2013-06-21,10,47.9,4.1
2002-022A,2013-06-22,11,45.1,5.6
2002-022A,2013-06-23,11,45.3,10.6
2002-022A,2013-06-24,10,45.9,3.2
2002-022A,2013-06-25,10,41.4,9.4
2002-022A,2013-06-26,11,43.9,11.2
2002-022A,2013-06-27,10,37.9,8.5
2002-022A,2013-06-28,11,44.2,8.7
2002-022A,2013-06-29,10,45.7,3.6
2002-022A,2013-06-30,9,41,8.2
2002-022A,2013-07-01,10,43.7,7.2
2002-022A,2013-07-02,10,42.1,9.4
2002-022A,2013-07-03,5,34.9,4.3
2002-022A,2013-07-04,5,33.1,5.8
2002-022A,2013-07-05,6,30.8,5.7
2002-022A,2013-07-06,11,45.1,11.5
2002-022A,2013-07-07,12,47.2,8.8
2002-022A,2013-07-08,9,42.4,7.2
2002-022A,2013-07-09,9,40.1,7.5
2002-022A,2013-07-10,9,41.2,9.8
2002-022A,2013-07-11,9,42.8,9.3
2002-022A,2013-07-12,10,39.4,9.6
2002-022A,2013-07-13,10,44.4,5.6
2002-022A,2013-07-14,6,39,1.8
2002-022A,2013-07-15,9,39,5.6
2002-022A,2013-07-16,12,40.7,16.7
2002-022A,2013-07-17,9,40,8.6
2002-022A,2013-07-18,6,37.1,5.8
2002-022A,2013-07-19,10,35.6,14.5
2002-022A,2013-07-20,12,41.8,14.7
2002-022A,2013-07-21,10,44.8,8.8
2002-022A,2013-07-22,10,43.5,12
2002-022A,2013-07-23,7,40.5,8.1
2002-022A,2013-07-24,8,39.3,7.7
2002-022A,2013-07-25,11,35.3,18.2
2002-022A,2013-07-26,10,44.7,8
2002-022A,2013-07-27,12,44.7,11.4
2002-022A,2013-07-28,13,44,13.6
2002-022A,2013-07-29,8,43.8,7.3
2002-022A,2013-07-30,11,43.5,13.1
2002-022A,2013-07-31,11,40.5,13.4
2002-022A,2013-08-01,15,41.5,17
2002-022A,2013-08-02,9,42,4.6
2002-022A,2013-08-03,7,40.5,3.1
2002-022A,2013-08-04,7,40.7,3.7
2002-022A,2013-08-05,5,38.6,1.8
2002-022A,2013-08-06,8,44.6,3.9
2002-022A,2013-08-07,10,41,14.1
2002-022A,2013-08-08,11,40.4,19.3
2002-022A,2013-08-09,9,41.1,12.7
2002-022A,2013-08-10,9,42.9,8.9
2002-022A,2013-08-11,12,44.9,7.9
2002-022A,2013-08-12,14,43.7,17
2002-022A,2013-08-13,15,41.6,15
2002-022A,2013-08-14,12,43.9,12
2002-022A,2013-08-15,12,47,7.7
2002-022A,2013-08-16,15,41.2,13.8
2002-022A,2013-08-17,14,44.6,7.7
2002-022A,2013-08-18,14,49.9,13.7
2002-022A,2013-08-19,13,42.5,14
2002-022A,2013-08-20,10,39.9,12.6
2002-022A,2013-08-21,8,41,11
2002-022A,2013-08-22,7,37.9,5.7
2002-022A,2013-08-23,8,37.2,5.5
2002-022A,2013-08-24,9,40.4,6.9
2002-022A,2013-08-25,12,43.3,7
2002-022A,2013-08-26,10,44.1,7.3
2002-022A,2013-08-27,9,42.2,6.4
2002-022A,2013-08-28,12,40.4,5.9
2002-022A,2013-08-29,11,39.7,11.8
2002-022A,2013-08-30,7,37.2,6.2
2002-022A,2013-08-31,8,40.8,5.5
2002-022A,2013-09-01,10,41.4,6.9
2002-022A,2013-09-02,8,39.3,4.7
2002-022A,2013-09-03,8,36.3,6.3
2002-022A,2013-09-04,13,38.4,11.5
2002-022A,2013-09-05,17,38.7,16.8
2002-022A,2013-09-06,12,41,12.9
2002-022A,2013-09-07,8,35,14.4
2002-022A,2013-09-08,8,38.6,12.8
2002-022A,2013-09-09,10,43.7,9.5
2002-022A,2013-09-10,10,43.6,9.7
2002-022A,2013-09-11,9,41.9,9.2
2002-022A,2013-09-12,9,43.9,5.7
2002-022A,2013-09-13,11,41.7,8.7
2002-022A,2013-09-14,14,47.4,10.6
2002-022A,2013-09-15,13,51.1,6
2002-022A,2013-09-16,9,40.1,12.1
2002-022A,2013-09-17,12,44.5,11.1
2002-022A,2013-09-18,11,46.2,10.5
2002-022A,2013-09-19,9,37.9,9.1
2002-022A,2013-09-20,14,36,15.9
2002-022A,2013-09-21,14,39.3,17.7
2002-022A,2013-09-22,9,41.2,6.7
2002-022A,2013-09-23,14,41.7,12.3
2002-022A,2013-09-24,15,47.3,8.6
2002-022A,2013-09-25,20,43.6,10.3
2002-022A,2013-09-26,17,46.3,11.7
2002-022A,2013-09-27,14,44,14.4
2002-022A,2013-09-28,9,42.1,7.6
2002-022A,2013-09-29,11,40.8,6.4
2002-022A,2013-09-30,15,44.8,8.3
2002-022A,2013-10-01,13,43.6,9
2002-022A,2013-10-02,14,41.6,13.1
2002-022A,2013-10-03,11,41.6,7.9
2002-022A,2013-10-04,12,47.9,6.7
2002-022A,2013-10-05,11,44.2,5.8
2002-022A,2013-10-06,13,46.2,5.6
2002-022A,2013-10-07,19,50.3,7.7
2002-022A,2013-10-08,12,47.5,15
2002-022A,2013-10-09,11,45.3,8.5
2002-022A,2013-10-10,17,46.4,9.5
2002-022A,2013-10-11,18,54.6,12
2002-022A,2013-10-12,12,44.4,7.8
2002-022A,2013-10-13,13,42.5,8
2002-022A,2013-10-14,15,48.2,14.7
2002-022A,2013-10-15,15,44.5,10.2
2002-022A,2013-10-16,12,44.2,6.2
2002-022A,2013-10-17,11,43.2,5.9
2002-022A,2013-10-18,13,50.7,6.1
2002-022A,2013-10-19,19,54.3,5.9
2002-022A,2013-10-20,22,46.8,8
2002-022A,2013-10-21,26,52.2,13.7
2002-022A,2013-10-22,15,51,9.6
2002-022A,2013-10-23,13,42,11.4
2002-022A,2013-10-24,12,47.3,9.7
2002-022A,2013-10-25,13,50.3,8.6
2002-022A,2013-10-26,14,49.5,6
2002-022A,2013-10-27,15,53.7,6.8
2002-022A,2013-10-28,14,51,9.1
2002-022A,2013-10-29,13,50.4,7.9
2002-022A,2013-10-30,22,46.9,12.9
2002-022A,2013-10-31,15,48.7,8.5
2002-022A,2013-11-01,17,44.9,16.1
2002-022A,2013-11-02,11,43.2,8.1
2002-022A,2013-11-03,13,47.1,8.1
2002-022A,2013-11-04,13,50.1,8.5
2002-022A,2013-11-05,12,43.8,6.7
2002-022A,2013-11-06,11,40.4,9.2
2002-022A,2013-11-07,11,41.4,7.7
2002-022A,2013-11-08,13,43.3,9.4
2002-022A,2013-11-09,13,44.1,12.9
2002-022A,2013-11-10,12,42.7,10
2002-022A,2013-11-11,12,46.6,6.7
2002-022A,2013-11-12,14,50.9,5.9
2002-022A,2013-11-13,18,53.8,6.4
2002-022A,2013-11-14,18,55.6,8.2
2002-022A,2013-11-15,18,53.8,6.7
2002-022A,2013-11-16,24,51.9,7.3
2002-022A,2013-11-17,28,48.3,11.9
2002-022A,2013-11-18,21,58.8,8.8
2002-022A,2013-11-19,18,61.5,5.5
2002-022A,2013-11-20,19,58.7,5.5
2002-022A,2013-11-21,20,58.4,4.7
2002-022A,2013-11-22,22,57,8.5
2002-022A,2013-11-23,24,55.5,7.9
2002-022A,2013-11-24,24,51.8,7.9
2002-022A,2013-11-25,23,49.6,6.3
2002-022A,2013-11-26,24,56.8,5.7
2002-022A,2013-11-27,23,58.8,9.1
2002-022A,2013-11-28,24,60.1,8
2002-022A,2013-11-29,20,60.8,10.4
2002-022A,2013-11-30,17,52.7,7.7
2002-022A,2013-12-01,23,58.8,8.8
2002-022A,2013-12-02,28,56.7,9.3
2002-022A,2013-12-03,26,61,9.3
2002-022A,2013-12-04,17,59,9.4
2002-022A,2013-12-05,15,56.2,16.9
2002-022A,2013-12-06,14,48.2,12.5
2002-022A,2013-12-07,14,48.2,9.1
2002-022A,2013-12-08,17,53,14.6
2002-022A,2013-12-09,16,51.7,7.4
2002-022A,2013-12-10,15,51,9
2002-022A,2013-12-11,15,48.1,7.9
2002-022A,2013-12-12,17,53.6,7.6
2002-022A,2013-12-13,17,53.5,7.3
2002-022A,2013-12-14,17,52,8.8
2002-022A,2013-12-15,19,55.3,6.2
2002-022A,2013-12-16,28,49.9,11
2002-022A,2013-12-17,17,52.5,7.7
2002-022A,2013-12-18,18,52,7.1
2002-022A,2013-12-19,18,53.7,9
2002-022A,2013-12-20,21,58.7,7.8
2002-022A,2013-12-21,25,60.9,6.3
2002-022A,2013-12-22,21,57.4,10.7
2002-022A,2013-12-23,17,51.2,9.9
2002-022A,2013-12-24,17,52.5,5.7
2002-022A,2013-12-25,19,55.8,6
2002-022A,2013-12-26,19,53.9,8.3
2002-022A,2013-12-27,16,47,12
2002-022A,2013-12-28,17,50.4,10.8
2002-022A,2013-12-29,22,55.5,10.3
2002-022A,2013-12-30,28,58.3,9.3
2002-022A,2013-12-31,21,61.1,6.6
2002-022A,2014-01-01,19,59.7,7.4
2002-022A,2014-01-02,16,51.5,8.7
2002-022A,2014-01-03,18,53.6,7.9
2002-022A,2014-01-04,19,52.9,8.1
2002-022A,2014-01-05,19,56.8,7.9
2002-022A,2014-01-06,15,50.7,9.2
2002-022A,2014-01-07,16,53.6,8.1
2002-022A,2014-01-08,24,61.6,7.7
2002-022A,2014-01-09,24,62.3,7
2002-022A,2014-01-10,26,60.8,6.9
2002-022A,2014-01-11,32,54.1,12.8
2002-022A,2014-01-12,20,57.7,9.9
2002-022A,2014-01-13,19,56.3,5.8
2002-022A,2014-01-14,20,57,8.7
2002-022A,2014-01-15,18,53.3,7.9
2002-022A,2014-01-16,22,56.3,8
2002-022A,2014-01-17,19,54.1,11.2
2002-022A,2014-01-18,17,50.4,11.9
2002-022A,2014-01-19,16,50.8,5.8
2002-022A,2014-01-20,24,55.4,5.9
2002-022A,2014-01-21,24,53.4,9.9
2002-022A,2014-01-22,16,46.7,10
2002-022A,2014-01-23,19,57.2,8.9
2002-022A,2014-01-24,16,50.9,12.9
2002-022A,2014-01-25,17,52.5,6.7
2002-022A,2014-01-26,23,59,6
2002-022A,2014-01-27,25,58.3,12.2
2002-022A,2014-01-28,16,48.2,9.9
