latitude,longitude,power,confidence,surface_temperature_celcius
-35.357,141.729,74.2,93,85
-35.303,141.817,101.6,100,97
-35.302,141.825,71.9,99,86
-35.304,141.774,111.1,100,99
-37.264,148.468,38.4,87,63
-37.354,148.674,38.2,87,63
-37.36,148.667,30.7,84,58
-37.494,148.918,39.8,89,65
-37.482,148.917,47.5,91,69
-35.302,141.8257,70.9,99,86
-37.3544,148.674,37.5,87,63
-35.3574,141.7302,72.9,93,84
-35.305,141.7668,77.9,100,88
-37.4821,148.9172,47.2,91,69
-37.3598,148.6676,32.1,85,60
-37.2641,148.4682,37.8,87,63
-35.3028,141.8178,96.5,100,95
-37.131,142.496,37.1,100,54
-37.129,142.485,37.3,100,54
-37.484,146.784,66.7,100,71
-37.483,146.771,58.7,100,67
-37.1287,142.4847,37.2,100,54
-37.4839,146.7837,66.3,100,71
-37.1304,142.4961,37,100,54
-37.4824,146.7704,58.5,100,67
-37.127,142.488,22.1,84,41
-37.485,146.772,23.1,81,40
-37.4854,146.771,23,81,40
-37.1273,142.4872,22,84,41
-35.4105,141.8258,33,93,73
-37.1359,142.3584,63.2,97,80
-37.1276,142.7773,30.4,91,69
-35.309,141.889,33.1,94,75
-35.324,141.788,141.8,100,109
-35.315,141.786,51.5,82,78
-35.334,141.79,56.9,95,83
-35.335,141.779,71.7,100,88
-35.294,141.804,49.9,95,80
-35.401,141.823,18.2,80,64
-35.343,141.792,60,99,85
-35.376,141.806,24.7,90,67
-35.348,141.8,86.9,100,94
-35.38,141.959,38.7,96,79
-35.41,141.826,36,94,74
-35.39,141.961,24.7,87,72
-35.3337,141.7905,60.6,98,85
-37.145,142.36,96.3,100,92
-37.147,142.349,69.8,98,84
-37.136,142.358,63.3,97,80
-37.165,142.354,37.7,91,70
-37.118,142.775,35.9,93,72
-37.12,142.763,47.1,95,77
-37.129,142.765,147.9,100,109
-37.168,142.746,11.1,84,58
-37.127,142.777,30,91,69
-36.707,147.732,29.3,83,57
-36.71,147.751,57.5,93,73
-36.703,147.754,49.9,91,69
-35.3091,141.8896,30.4,94,74
-35.3806,141.9589,37.1,89,78
-37.1185,142.7752,38.4,93,73
-35.3759,141.8061,24.6,90,67
-36.7028,147.7544,51.3,91,70
-36.7073,147.7323,30.3,83,57
-37.1649,142.354,37.1,90,70
-37.145,142.3606,95.5,100,92
-37.1468,142.3493,69.2,98,84
-35.3428,141.7926,60.7,99,85
-35.3246,141.7884,135.1,100,107
-35.3155,141.7863,50.7,82,78
-36.7098,147.7516,57.9,93,73
-37.1686,142.7459,11.2,84,58
-37.1295,142.7657,149.1,100,110
-37.1203,142.7634,50,96,78
-35.3486,141.7998,85.2,100,93
-35.3354,141.7793,75.7,100,89
-35.2939,141.8046,49.5,95,79
-36.709,147.744,32.2,80,54
-36.7087,147.7441,31.8,80,54
-35.3215,141.7895,18,84,41
-37.1278,142.7717,51.7,100,64
-36.6571,147.7595,42.5,90,59
-35.2987,141.8937,21.5,94,44
-35.381,141.964,54.4,100,67
-35.321,141.79,18.1,85,41
-35.299,141.894,21.7,94,45
-35.39,141.966,16.8,81,40
-37.1294,142.7598,23.6,92,44
-37.137,142.774,23,88,42
-37.128,142.772,51.7,100,64
-37.129,142.76,23.7,92,44
-37.07,142.512,35,100,52
-36.657,147.76,42.2,89,59
-37.137,142.7736,22.9,88,42
-35.3906,141.9654,16.7,80,40
-35.3813,141.9636,54,100,67
-37.07,142.5114,34.6,100,52
-35.3138,141.9146,32,92,70
-35.298,141.9063,51.6,96,79
-37.1546,142.7521,31.1,88,64
-35.3127,141.9076,35.5,93,72
-35.2811,141.9365,35,91,70
-37.1526,142.7822,37,90,68
-35.2864,141.88,41.7,94,74
-35.286,141.879,40.2,93,73
-35.298,141.906,48.6,96,78
-35.281,141.936,37.6,92,71
-35.29,141.815,27.9,89,65
-35.29,141.808,35.8,91,70
-35.313,141.907,35,93,72
-35.283,141.904,209.1,100,122
-35.314,141.914,32,92,70
-35.299,141.913,34.7,92,71
-35.284,141.911,212.9,100,123
-35.337,141.787,26.3,86,63
-35.56,142.018,18.5,84,58
-37.152,142.782,37.4,90,68
-37.154,142.751,31.4,88,65
-36.672,147.757,56.6,93,73
-35.2991,141.9133,34.1,92,71
-35.3369,141.7881,25.9,86,63
-35.2833,141.9048,199.8,100,120
-35.2904,141.8159,29.2,89,66
-35.2899,141.809,33.2,91,68
-36.672,147.7575,55.6,92,73
-35.5604,142.0189,18,83,58
-35.2844,141.9117,218.1,100,124
-35.571,142.029,20.1,85,42
-35.554,142.044,17.7,81,40
-35.289,141.912,34.6,100,54
-35.5705,142.0289,20.1,85,42
-35.5535,142.0442,17.7,81,40
-35.2887,141.9121,34.5,100,54
-35.293,141.908,18.4,84,41
-35.2935,141.9072,18.3,84,41
-35.558,142.02,19.1,89,43
-35.347,141.951,20.6,94,44
-35.348,141.946,17.4,86,41
-35.557,142.024,19.9,90,43
-35.3471,141.9498,20.4,93,44
-35.3478,141.9453,17.3,85,41
-35.5578,142.0189,19,88,42
-35.5571,142.0236,19.7,89,43
-35.2763,141.9453,211.5,100,123
-35.2918,141.9188,33.7,92,71
-35.3018,141.9831,118,100,99
-35.3192,141.9781,123.5,100,101
-35.6229,142.0812,30.5,93,72
-35.5607,142.0263,118.1,100,104
-37.1412,142.4115,39.8,90,67
-35.3357,141.7939,52.1,97,82
-37.1317,142.3469,37,85,67
-35.2709,141.9746,38.6,87,68
-37.1591,142.3717,77.9,99,85
-37.1106,142.3666,18.4,81,55
-35.302,141.921,52.4,81,81
-35.31,141.878,66.8,90,88
-35.312,141.863,191,100,121
-35.292,141.919,33.8,92,72
-35.271,141.974,39,88,69
-35.276,141.945,213,100,123
-35.291,141.98,64.5,96,79
-35.336,141.794,55.7,98,83
-35.323,141.866,61.9,100,87
-35.399,141.954,58.7,99,86
-35.401,141.939,21.7,92,70
-35.389,141.951,29.2,93,75
-35.353,141.972,103.2,100,100
-35.342,141.969,224.1,100,127
-35.449,141.898,17.4,84,67
-35.325,141.912,71.5,100,92
-35.302,141.983,123.5,100,100
-35.319,141.978,125.4,100,102
-35.312,141.924,79.8,94,93
-35.312,141.986,16.9,81,55
-35.208,142.434,35.3,94,75
-35.625,142.066,103,100,99
-35.571,142.029,26.7,90,70
-35.561,142.026,120.7,100,104
-35.623,142.081,30.8,92,72
-35.3424,141.9691,221.3,100,126
-37.11,142.366,18.9,80,55
-37.132,142.347,37.6,85,67
-37.116,142.374,68.3,97,81
-37.119,142.359,173,100,112
-37.129,142.362,81.9,99,86
-37.1617,142.3575,205,100,120
-37.169,142.375,206.8,100,119
-37.172,142.36,201.8,100,119
-37.143,142.457,45,91,70
-37.159,142.371,79.4,99,85
-37.162,142.357,206.2,100,120
-37.138,142.426,49.1,93,73
-37.141,142.411,40.1,90,67
-37.168,142.774,14.7,84,60
-37.131,142.409,32.6,88,64
-37.171,142.759,25.2,89,66
-37.161,142.756,38.9,93,73
-37.1692,142.3751,203.6,100,119
-37.1712,142.7594,24.8,89,66
-37.131,142.4088,32.5,88,64
-35.3887,141.9512,28.5,94,74
-35.2085,142.4344,34.6,94,74
-35.2915,141.9803,63.6,96,79
-35.3123,141.9245,74.5,90,91
-37.161,142.756,39,93,73
-35.3251,141.9127,75.5,100,94
-35.6256,142.0665,102.3,100,99
-37.1684,142.7746,14.4,83,59
-37.1436,142.4574,44.6,91,70
-37.1718,142.3606,198.8,100,119
-37.1386,142.426,48.7,93,72
-35.449,141.8982,16.8,82,67
-35.3526,141.972,103,100,100
-35.3021,141.9216,51.5,80,80
-35.3125,141.8634,188.5,100,120
-37.1288,142.3624,80.7,99,86
-37.1161,142.3741,70.2,97,82
-35.5709,142.0292,23.9,83,69
-37.1188,142.3594,177,100,113
-35.3989,141.9541,54.7,99,85
-35.4015,141.9394,19,91,69
-35.3227,141.8662,57.7,96,86
-35.3099,141.8779,65.6,89,88
-37.153,142.369,40.5,89,65
-37.083,142.52,71.3,97,81
-37.085,142.531,25,83,57
-35.337,141.796,42.2,93,72
-35.381,141.952,55.6,98,82
-35.333,141.952,63.1,98,84
-37.083,142.5202,71.9,97,81
-37.0847,142.5314,25.3,83,57
-37.1522,142.3691,41,89,65
-35.3395,141.9524,24.7,100,48
-36.6851,147.7327,25.6,92,44
-35.2026,142.4353,17.7,80,40
-35.316,141.9525,30.6,99,54
-37.1393,142.4445,25.8,80,46
-35.2813,141.9326,75.9,100,78
-35.3529,141.9434,56.7,100,69
-35.343,141.959,51.7,100,66
-35.334,141.957,85.7,100,82
-35.336,141.946,83.3,100,82
-35.316,141.953,31.1,100,54
-35.31,141.869,19.3,91,44
-35.292,141.924,113.5,100,93
-35.202,142.435,17.8,80,40
-35.281,141.933,74.3,100,77
-35.283,141.922,92.7,100,85
-35.272,141.931,22.9,97,46
-35.274,141.919,23.8,100,47
-35.353,141.944,56,100,69
-35.345,141.948,69.1,100,75
-35.351,141.955,79.3,100,80
-35.389,141.952,29.1,90,52
-35.36,141.957,32.6,100,55
-35.602,142.073,22.2,93,44
-35.604,142.062,17.4,81,40
-35.56,142.04,54,100,68
-35.562,142.028,29.7,100,52
-35.553,142.026,31.8,100,53
-35.3893,141.952,28.7,89,52
-37.139,142.445,25.9,80,46
-37.135,142.408,72.5,100,74
-37.082,142.521,20.4,85,41
-37.137,142.456,24.3,89,44
-35.3603,141.9568,32.2,100,54
-35.3451,141.9476,69.1,100,75
-37.1375,142.4559,24.3,88,44
-35.553,142.026,31.9,100,54
-37.1355,142.4079,72.9,100,74
-37.0825,142.5212,20.3,85,41
-35.6042,142.0616,17.3,81,40
-35.5603,142.0395,53.6,100,67
-35.5621,142.0281,29.4,100,52
-35.6024,142.073,22.1,92,44
-35.3433,141.9589,51.8,100,66
-35.3342,141.9567,86.2,100,83
-35.336,141.9455,83.8,100,82
-35.2921,141.9235,113.6,100,93
-35.283,141.9214,94.7,100,86
-35.2739,141.9193,23.5,100,47
-35.3512,141.9547,80.1,100,80
-35.3099,141.8693,19.1,90,44
-35.2722,141.9305,22.7,97,46
-36.1321,147.3088,72.5,98,84
-35.575,142.0324,65,99,85
-35.614,142.0627,65.1,99,85
-35.0331,141.2876,57.7,98,82
-35.3476,141.942,73.7,100,88
-35.4287,141.9193,31.6,93,73
-35.6189,142.0786,57.2,97,81
-37.0224,142.4953,143.2,100,107
-35.6208,142.0587,51.9,96,80
-35.3292,141.8787,119,100,103
-35.2927,141.8281,27,82,66
-36.6519,147.7486,37.6,86,62
-37.0049,142.4878,25.3,87,63
-35.033,141.287,58.5,98,83
-35.2,142.4231,24.1,90,67
-35.575,142.032,65.6,99,86
-35.429,141.919,32.3,93,73
-35.415,141.937,38.7,95,76
-35.381,141.844,26.4,85,69
-35.347,141.942,78.1,100,90
-35.336,141.94,111.2,100,99
-35.337,141.92,64.9,98,84
-35.341,141.88,70.4,100,88
-35.329,141.878,119.5,100,103
-35.311,141.814,49.6,80,80
-35.312,141.794,63.4,97,84
-35.298,141.813,45.4,92,77
-35.293,141.828,26.5,81,66
-35.211,142.424,18.7,88,64
-35.355,141.929,40.1,95,76
-35.2,142.423,24.7,90,68
-35.403,141.936,65.5,100,87
-35.374,141.85,37.9,94,75
-35.386,141.852,20.2,85,66
-35.367,141.931,38.9,95,76
-35.626,142.064,23.7,89,66
-35.612,142.082,28.6,85,69
-35.614,142.062,66.1,99,86
-35.619,142.078,53.7,97,80
-35.621,142.058,48.6,96,78
-37.0576,142.5024,89.4,100,90
-36.9485,142.3717,30.4,90,67
-37.5473,146.0525,42.4,88,64
-37.022,142.495,145.3,100,107
-37.015,142.508,29.6,88,65
-37.005,142.487,25.8,87,63
-36.943,142.378,21.4,87,63
-36.948,142.371,28.1,89,66
-36.896,142.424,14.8,83,58
-36.132,147.309,73.8,99,85
-37.138,142.483,36.3,80,64
-37.093,142.508,41.8,91,69
-37.057,142.502,89.6,100,90
-37.152,142.463,94.8,100,89
-37.126,142.755,77.8,100,87
-36.652,147.748,37.7,87,62
-37.545,146.066,32.6,83,58
-37.547,146.052,44.6,89,65
-35.3357,141.9405,109.6,100,99
-35.367,141.9313,40.6,95,77
-37.5456,146.0666,30.8,82,56
-35.355,141.9297,39.2,95,76
-35.3274,141.8988,54.3,80,80
-35.2115,142.4246,16.5,87,63
-37.1258,142.7555,77.9,100,87
-36.8957,142.4245,14.5,83,58
-35.2986,141.8132,44.5,91,76
-37.0929,142.508,41.2,91,69
-37.0149,142.5086,27.5,88,63
-36.9428,142.3787,20.8,87,62
-35.6259,142.0643,25.3,90,67
-35.6122,142.0826,27.8,84,68
-37.1522,142.4629,94.8,100,89
-37.1384,142.4832,35.8,80,63
-35.4148,141.9378,38.5,95,76
-35.4029,141.9362,65,99,87
-35.3861,141.8523,19.6,83,65
-35.3652,141.9514,30.1,80,71
-35.3741,141.8507,39.8,95,76
-35.381,141.8447,26.9,87,69
-35.3375,141.9204,63.9,98,83
-35.3413,141.8802,69.4,100,87
-35.3107,141.8148,49.5,80,79
-35.3125,141.7945,63.2,97,84
-35.332,141.895,42,100,60
-35.333,141.911,37.6,100,57
-35.3315,141.8952,41.8,100,60
-35.3332,141.9107,37.4,100,57
-35.3397,141.8891,49.3,100,68
-35.5529,142.0486,17.5,86,42
-35.3497,141.9473,20.5,86,46
-35.2993,141.8092,23,100,47
-35.3665,141.9169,39.3,100,61
-35.55,142.073,24.5,100,47
-35.443,141.904,31.2,100,53
-35.428,141.903,25.5,100,49
-35.443,141.899,32.2,100,54
-35.428,141.898,19.5,95,45
-35.411,141.929,20,93,45
-35.367,141.924,46.1,100,65
-35.352,141.923,49.4,100,67
-35.338,141.921,45.2,100,65
-35.34,141.89,48.6,100,67
-35.364,141.949,24.6,100,49
-35.366,141.917,39,100,61
-35.349,141.948,20.7,87,46
-35.337,141.915,57.5,100,71
-35.329,141.818,26.2,99,52
-35.339,141.883,35,100,58
-35.299,141.815,23.9,100,48
-35.314,141.816,40.8,100,61
-35.299,141.81,23.3,100,48
-35.551,142.08,17.9,87,42
-35.553,142.049,17.7,86,42
-35.352,141.916,39.3,100,61
-35.567,142.051,16.7,83,41
-36.669,147.738,57.1,100,68
-36.667,147.751,33.1,100,53
-35.3518,141.9155,39.6,100,61
-35.3671,141.9238,47.3,100,65
-36.6676,147.7506,32.7,99,52
-36.669,147.7374,57.6,100,68
-35.5675,142.05,16.6,83,40
-35.5509,142.0798,17.8,87,42
-35.5497,142.0727,24.2,100,47
-35.4429,141.9039,30.8,100,53
-35.4282,141.9023,25.3,100,49
-35.4427,141.899,31.8,100,54
-35.428,141.8975,19.3,95,45
-35.4112,141.928,19.8,92,45
-35.3524,141.9224,49.9,100,67
-35.3377,141.921,45.8,100,65
-35.3643,141.9486,24.3,100,48
-35.3371,141.9142,57.4,100,71
-35.3393,141.8824,35,100,58
-35.3287,141.8173,25.9,99,51
-35.3139,141.8159,40.4,100,61
-35.2991,141.8145,23.6,100,48
-36.8926,142.4265,197.8,94,120
-35.3895,141.8361,125.9,100,103
-35.3587,141.8423,31.9,80,65
-35.4415,141.8988,27.7,88,66
-35.2513,142.2349,14,85,61
-35.3221,141.8308,29.5,85,66
-35.5836,142.055,37.5,93,72
-37.1302,142.7623,84.7,100,89
-35.5594,142.0421,72.8,99,86
-37.1463,142.7492,13.7,80,54
-35.597,141.989,30.9,91,69
-35.584,142.05,53.9,96,80
-35.576,142.029,167.2,100,114
-35.597,141.984,20.7,84,63
-35.588,142.028,27.7,86,68
-35.555,142.064,28.4,87,65
-35.576,142.024,77.9,100,89
-35.559,142.042,73.9,99,87
-35.412,141.918,33.8,91,70
-35.47,141.89,20.6,88,63
-35.458,141.886,167.8,100,114
-35.446,141.882,49.3,95,77
-35.417,141.896,58.3,97,81
-35.446,141.877,28.5,80,67
-35.441,141.898,27.3,87,66
-35.413,141.912,48.5,95,76
-35.417,141.891,36.5,92,71
-35.414,141.843,40.3,93,73
-35.409,141.865,45,94,74
-35.397,141.861,67.3,98,84
-35.402,141.839,24.5,89,65
-35.389,141.836,126.8,100,104
-35.385,141.857,37.6,82,70
-35.394,141.814,15.6,85,60
-35.373,141.853,38.4,91,69
-35.377,141.832,159.4,100,111
-35.353,141.824,51.2,95,77
-35.345,141.799,52.2,96,79
-35.251,142.241,19.3,89,65
-35.363,141.82,46.5,94,75
-35.346,141.838,41,92,71
-35.251,142.234,15.8,87,62
-35.365,141.828,76.3,100,87
-35.219,142.323,36.7,93,73
-35.239,142.23,14.4,82,61
-35.326,141.809,17.9,86,61
-35.37,141.806,10.5,83,57
-35.351,141.816,80.6,100,89
-35.322,141.83,30.1,86,67
-35.583,142.055,36,92,71
-35.588,142.033,44.2,95,76
-35.5763,142.0241,73.7,100,87
-35.4583,141.8866,167.5,100,114
-35.5882,142.0331,45.9,95,77
-35.584,142.05,57.2,97,81
-35.3554,141.7953,16.5,83,60
-36.893,142.426,207.1,100,121
-36.898,142.402,114.6,100,100
-36.921,142.372,30.4,90,67
-36.894,142.434,118.5,100,101
-37.134,142.744,65.3,97,82
-37.13,142.762,83.9,100,89
-37.135,142.739,22,85,60
-36.988,143.243,44.9,93,72
-37.017,142.475,25.2,86,62
-36.999,142.498,21,83,60
-37.129,142.767,83.8,100,89
-37.158,142.753,16.7,82,56
-37.146,142.749,13.7,80,54
-35.3696,141.8068,10.1,83,57
-35.417,141.8968,57.2,97,81
-35.4093,141.8655,44.2,94,74
-35.3529,141.8246,52.9,96,78
-35.3631,141.8207,47,94,75
-35.2193,142.3233,35.7,93,73
-36.9207,142.3728,31.7,90,68
-35.5975,141.9894,32.1,91,70
-35.576,142.0292,164.7,100,113
-35.5975,141.9842,22.8,88,64
-35.3651,141.8283,75.2,99,87
-35.3849,141.8578,37.2,81,70
-37.1585,142.7536,16.4,82,56
-35.5885,142.028,30.2,91,70
-36.9876,143.2436,44.2,93,72
-37.1341,142.7445,64.3,97,81
-36.8944,142.4348,116.7,100,100
-35.3465,141.8385,43.6,93,72
-35.3453,141.7992,51.2,96,79
-35.3509,141.8169,84.7,100,91
-35.4705,141.8904,20.4,88,63
-35.446,141.8828,48.4,95,77
-35.4124,141.9184,33,91,69
-35.4459,141.8772,29,81,67
-35.4171,141.8911,33.9,89,70
-35.4017,141.8399,24.3,89,65
-35.394,141.8145,15.3,85,60
-35.3773,141.8322,159.6,100,111
-35.3266,141.8093,17.4,86,61
-37.0173,142.4757,25.1,85,62
-35.5548,142.0643,27.9,86,65
-35.4126,141.9128,45.5,94,75
-35.4138,141.8437,39.5,93,73
-35.3971,141.8617,67,98,84
-35.3728,141.8539,38.5,91,69
-37.1349,142.7399,22.3,85,60
-37.1292,142.767,82.7,100,88
-36.9995,142.4981,20.4,82,59
-36.8995,142.4111,236.7,100,127
-37,142.503,37.1,91,70
-37.063,142.51,51.5,94,75
-37.133,142.759,34.3,90,67
-36.99,142.504,31.3,89,67
-36.881,142.441,43.6,94,75
-36.847,142.428,35.7,91,70
-36.979,143.246,26.5,87,63
-35.598,141.986,29.4,90,68
-35.66,142.051,38.4,93,73
-35.589,142.059,46.1,95,76
-35.576,142.038,21.5,87,63
-35.578,142.049,33.8,92,70
-35.035,141.301,36.9,92,70
-35.5759,142.0382,21.4,87,63
-36.8827,142.4546,19.5,84,63
-36.9997,142.5031,37.3,91,70
-35.035,141.3016,38.4,92,71
-35.5774,142.0498,33.6,92,70
-35.5883,142.0597,46.4,95,76
-35.5975,141.9862,29.9,90,68
-35.6226,142.0585,22.4,80,63
-35.6598,142.0514,38.7,93,73
-37.0628,142.5106,52.1,94,75
-36.9785,143.2463,27,87,63
-36.8464,142.429,36.4,92,70
-37.1327,142.7595,33.6,90,67
-36.8811,142.442,44.3,95,76
-36.9901,142.5049,31.5,90,67
-36.873,142.4665,82.6,100,83
-36.8832,142.4695,79,100,81
-37.3366,148.683,15.4,88,42
-37.4601,148.8899,12.5,85,41
-37.2797,148.6569,16.2,89,42
-35.4178,141.8462,66.8,100,74
-37.2829,148.5106,15,87,42
-36.8757,142.4516,42.7,100,64
-37.0688,142.4706,30.6,100,54
-35.4559,141.872,65.9,100,74
-36.8552,142.4457,67.3,100,76
-35.0307,141.2974,136.5,100,98
-34.629,141.921,72.8,100,77
-35.028,141.311,53.5,100,65
-34.622,141.928,30.1,100,54
-34.625,141.913,25.5,100,51
-34.626,141.936,33.1,84,55
-35.031,141.298,134,100,97
-35.018,141.309,20.4,84,41
-35.021,141.295,125.7,100,95
-35.456,141.872,65.7,100,74
-35.458,141.858,56,100,71
-35.448,141.855,34.5,88,58
-35.438,141.852,80.8,100,82
-35.428,141.849,139.9,100,101
-35.418,141.846,67.2,100,75
-35.43,141.835,39.5,82,61
-35.42,141.832,50,100,68
-35.407,141.844,30.3,100,53
-35.464,141.865,30.1,92,55
-35.41,141.829,52.6,100,67
-35.397,141.841,165.4,100,107
-35.4,141.826,176.9,100,110
-37.7197,147.2576,50.5,100,67
-37.069,142.471,30.9,100,55
-37.004,142.495,33.4,91,54
-36.991,142.507,39.6,83,59
-36.981,142.504,36.9,96,57
-36.914,142.478,54.7,100,69
-36.916,142.464,65.5,100,76
-36.904,142.476,76.4,100,80
-36.893,142.473,54.2,100,70
-36.906,142.461,91,100,86
-36.896,142.458,69.4,100,77
-36.883,142.47,79.6,100,81
-36.87,142.482,56.2,100,71
-36.886,142.455,95,100,87
-36.873,142.467,82.5,100,83
-36.876,142.452,42.6,100,64
-36.86,142.479,43.2,100,64
-36.878,142.437,34.7,99,59
-36.863,142.464,151.5,100,105
-36.865,142.449,29.3,100,55
-36.855,142.446,66.9,100,76
-36.927,142.466,36.9,84,60
-36.842,142.458,27.4,100,54
-36.847,142.453,36.7,100,60
-36.85,142.476,169.7,100,110
-36.852,142.461,236,100,123
-36.844,142.468,71.4,100,78
-37.132,142.75,29.1,100,51
-36.985,143.239,17,80,40
-36.981,143.248,27.5,100,49
-37.356,147.394,30.9,100,54
-37.345,147.413,31.9,100,55
-37.351,147.387,17.9,94,45
-37.35,147.419,40.4,100,60
-37.369,147.398,31.7,100,54
-37.363,147.425,33.1,100,54
-37.283,148.511,15.2,87,42
-37.471,148.906,21.7,100,49
-37.479,148.87,58,100,72
-37.496,148.801,31.4,100,56
-37.465,148.861,28.9,100,55
-37.733,147.263,30.9,100,54
-37.343,148.656,22.3,100,48
-37.482,148.794,25.7,100,52
-37.727,147.255,59.1,100,71
-37.474,148.899,41,100,63
-37.282,148.515,18.1,93,44
-37.336,148.684,15.5,88,42
-37.46,148.891,12.6,85,41
-37.468,148.857,30.1,100,55
-37.47,148.782,16.4,92,44
-37.484,148.788,27.6,100,53
-37.377,148.968,16.7,93,44
-37.719,147.258,49.9,100,67
-37.356,148.664,12.7,80,40
-37.344,148.649,17.6,94,44
-37.279,148.658,16.3,89,43
-37.486,148.909,37.5,100,60
-37.269,148.503,13.8,84,41
-37.275,148.477,13.9,83,41
-37.494,148.876,19.2,99,47
-37.482,148.865,35.8,100,60
-37.498,148.796,29,98,55
-35.4483,141.8547,34.8,89,58
-35.4305,141.8346,39.4,82,61
-35.0283,141.3111,54.7,100,65
-34.6263,141.9359,32.6,83,55
-36.86,142.4785,44.3,100,65
-36.8859,142.4545,94.2,100,87
-37.7328,147.2631,30.5,100,54
-37.494,148.8756,19,98,46
-37.4657,148.8607,28.7,100,55
-36.9166,142.4633,66,100,76
-36.8784,142.4367,34.8,99,59
-37.4708,148.9054,21.4,100,49
-37.4963,148.8002,31.4,100,56
-36.8702,142.4814,56.2,100,71
-35.0207,141.2947,126.4,100,96
-35.4,141.8262,180.5,100,111
-34.6221,141.9282,30.3,100,54
-37.486,148.9084,37.3,100,60
-37.4796,148.8693,58.1,100,72
-37.482,148.7935,25.6,100,52
-37.474,148.8984,41,100,63
-37.4983,148.7952,28.5,97,55
-37.482,148.8643,35.8,100,60
-37.468,148.8563,29.5,100,55
-37.4844,148.7872,27.2,100,53
-37.47,148.781,16.2,91,43
-37.3776,148.9671,16.6,93,44
-37.7267,147.2545,59.5,100,71
-37.3567,148.664,12.6,80,40
-37.3429,148.6559,22,100,48
-37.3447,148.6483,17.4,93,44
-37.2822,148.5148,17.9,93,44
-37.2756,148.477,13.8,83,41
-37.2691,148.503,13.7,83,41
-37.3635,147.4242,32.6,100,54
-37.3695,147.3981,31.2,100,54
-37.3503,147.4185,40.5,100,60
-37.356,147.3935,31,100,54
-37.3451,147.4129,31.4,100,54
-37.351,147.3863,17.7,94,44
-36.9856,143.2384,17,80,40
-36.9808,143.2473,27.2,100,49
-37.1325,142.7496,28.8,100,50
-37.0039,142.4948,33,91,54
-36.9909,142.5069,39.7,83,59
-36.9807,142.5039,36.9,96,57
-36.9269,142.4663,37.2,85,61
-36.9139,142.4783,55.1,100,70
-36.9037,142.4753,76.4,100,80
-36.8935,142.4724,54,100,70
-36.9064,142.4604,91,100,86
-36.8962,142.4575,69.2,100,77
-36.8627,142.4635,154.6,100,106
-36.8655,142.4487,30.2,100,56
-36.8525,142.4606,237.4,100,124
-36.8498,142.4755,170.7,100,110
-36.8423,142.4576,27.1,100,54
-36.8446,142.4682,71.8,100,78
-36.8473,142.4533,37.8,100,60
-35.4644,141.8647,29.8,91,54
-35.4585,141.8575,56.3,100,71
-35.4381,141.8519,80.9,100,82
-35.4279,141.8491,139.8,100,101
-35.4204,141.8317,49.7,99,67
-35.4076,141.8434,29.9,100,52
-35.3974,141.8407,168.7,100,108
-35.4102,141.8289,52.7,100,67
-35.0183,141.3085,20.3,83,41
-34.6291,141.9209,73.4,100,77
-34.6248,141.9133,25.8,100,51
-35.6145,141.9644,36.9,93,72
-37.07,142.268,30.8,92,71
-37.087,142.27,60.8,98,84
-37.076,142.293,59.2,98,82
-37.089,142.289,159.4,100,112
-37.109,142.255,56.6,97,81
-37.08,142.299,169.5,100,114
-37.121,142.25,46.8,95,76
-37.042,142.428,143.2,100,107
-37.147,142.241,25.2,89,65
-37.038,142.421,86.1,90,90
-37.051,142.417,120,100,99
-37.052,142.361,166.8,100,114
-37.064,142.415,64.4,96,79
-37.06,142.332,66.2,99,85
-37.065,142.357,104.1,100,96
-37.056,142.253,17.1,80,63
-37.062,142.278,36,94,74
-37.083,142.378,40.9,91,68
-37.074,142.274,29.3,92,70
-37.091,142.35,178.6,100,115
-37.1,142.265,52.4,97,80
-37.087,142.343,223.2,100,124
-37.083,142.264,38.7,94,74
-37.113,142.338,47.8,94,74
-37.126,142.334,29.6,88,64
-37.134,142.246,34.5,92,70
-37.14,142.271,85.5,87,91
-37.077,142.41,80.4,99,85
-37.096,142.259,32.3,92,70
-37.017,142.38,26.9,90,73
-36.977,142.448,62,97,82
-37.07,142.382,182.3,100,115
-37.058,142.386,117.4,99,99
-37.054,142.307,29.4,84,70
-37.067,142.303,33.2,90,71
-37.078,142.353,223.8,100,124
-37.0414,142.4289,146.6,100,108
-35.783,141.052,62.3,98,84
-35.854,141.088,199.2,100,120
-35.797,141.047,129.6,100,106
-35.804,141.078,135.3,100,107
-35.783,141.046,48.4,96,78
-35.826,141.098,20.3,88,64
-35.833,141.062,37.9,94,75
-35.847,141.057,59.7,96,83
-35.862,141.119,103.4,100,96
-35.861,141.112,134.1,94,105
-35.797,141.041,75.1,100,90
-35.819,141.067,66.8,99,86
-35.84,141.093,94.6,100,95
-35.854,141.081,125.7,94,103
-35.846,141.05,43.3,80,76
-35.804,141.072,168.1,100,115
-35.79,141.077,29.9,91,69
-35.641,142.014,51.5,97,80
-35.634,141.986,27.8,83,69
-35.632,142.011,43.3,95,76
-35.645,142.007,39.6,94,74
-35.612,141.988,72.3,100,87
-35.615,141.963,36.3,93,72
-37.262,148.506,38.8,88,65
-37.328,148.91,30.6,84,59
-37.276,148.496,56.2,94,74
-37.269,148.511,43,90,67
-37.285,148.494,36.1,87,63
-37.267,148.499,64,96,78
-37.474,148.848,72.9,98,82
