latitude,longitude,air_temperature_celcius,relative_humidity,wind_speed_knots
-38.503,146.939,31,61.9,14.1
-38.505,146.928,22,62.7,7.6
-38.498,146.95,21,60.4,6.8
-38.506,146.943,19,53.8,9.2
-36.504,142.035,16,48.3,14.4
-36.514,142.026,16,53.6,12.1
-36.505,142.024,14,48.5,7.3
-37.448,141.514,22,53.4,10.9
-37.457,141.516,18,53.6,7.2
-37.449,141.503,18,49.4,9.3
-36.14,143.573,15,44.6,9.7
-37.579,142.483,13,48.5,10.7
-37.616,142.501,15,49.1,9.6
-38.513,146.953,16,51,6
-38.497,146.955,23,49.6,10
-38.505,146.96,18,55.5,8.9
-38.508,146.96,16,48.3,9.4
-38.502,146.975,17,52.6,10.3
-38.507,146.979,21,54.9,7.4
-38.504,146.964,24,55.6,5.9
-38.512,146.972,23,54.1,5.7
-38.296,147.214,21,57.3,5.4
-38.298,147.23,20,62.6,10.1
-37.575,142.481,21,59.5,12.4
-37.246,141.29,22,62,7.9
-37.341,141.654,20,58.8,11.5
-35.665,144.017,20,52.9,17
-35.667,144.005,19,51.5,10.2
-37.297,143.185,21,51.7,7.2
-37.675,143.242,23,53.4,6.1
-38.489,146.981,19,60.2,6.4
-38.499,146.975,20,59.7,8.6
-38.097,146.927,21,58.1,5.3
-37.817,147.056,20,62.2,7.1
-37.802,147.041,25,58.3,7.1
-37.817,147.063,28,58.4,11.9
-37.326,141.157,18,53.3,10.8
-37.325,141.173,18,51.1,8.1
-37.167,149.01,21,52.8,4.1
-37.174,149.028,24,55.2,5.8
-37.169,148.994,23,63.8,7.1
-37.156,149.006,20,67.4,8.5
-37.171,149.043,18,57.5,16.1
-37.159,148.991,18,55.6,12.8
-37.184,149.031,20,58.4,6.1
-37.182,149.046,23,61.9,8
-36.377,141.524,23,60.6,10.1
-36.369,141.527,17,53.4,9.4
-36.373,141.507,18,50.6,6
-37.109,141.111,17,49.9,12.2
-38.287,141.523,13,47,7.9
-36.172,142.793,14,45.8,6.5
-36.153,143.53,14,45.7,9.2
-36.144,143.528,12,43.4,9.3
-36.266,145.485,15,47.7,5.9
-37.186,149.011,16,47.5,5.4
-37.184,149.023,17,47.2,4.9
-38.505,146.967,19,44.2,7.8
-37.32,141.01,21,47,13.2
-37.322,141.025,19,52.8,12.5
-37.377,143.468,11,48.2,10.8
-37.378,143.457,14,50.4,12.8
-37.635,143.412,14,52.5,7
-37.403,142.965,14,52.4,6.7
-37.443,143.078,16,54.9,5.9
-37.454,143.084,13,48.5,5.3
-37.843,144.288,12,44,4.7
-37.832,144.293,15,49.3,3.6
-37.101,141.112,13,51.4,4.6
-37.102,141.1,15,56.1,5.1
-36.639,146.665,22,52.8,9.1
-37.479,143.34,20,53.5,7.2
-38.276,146.269,17,58.1,11.7
-38.317,146.066,18,58.9,5.5
-38.328,146.069,17,59.3,4.2
-38.558,146.378,19,60.5,7
-38.561,146.359,14,52.8,9.3
-38.564,146.386,11,40.8,12.2
-38.562,146.373,12,48.2,7.3
-38.316,146.07,16,54.8,8.3
-37.838,141.743,15,51.9,6.6
-37.835,141.709,15,45.6,10.2
-37.833,141.738,14,49.2,10.5
-37.752,147.512,10,42.6,8.9
-38.348,146.714,10,43.1,4.7
-38.349,147.051,10,43.3,2.6
-38.347,147.062,14,47.4,7.1
-37.565,148.808,12,45.1,11.9
-38.125,146.321,12,45,10.5
-38.237,146.314,12,49.9,6.1
-38.236,146.329,12,49,4.6
-38.326,146.243,10,45.7,3.7
-37.306,140.999,9,45.3,2.5
-37.207,141.163,14,47.9,5.3
-37.624,148.643,9,44,2.8
-37.612,148.825,10,46.8,5.3
-37.601,148.822,10,47,5.2
-37.631,148.66,12,48.8,4.2
-37.609,148.839,13,49.4,3.8
-37.719,148.045,14,49.9,6.8
-37.728,147.933,12,51.6,3.4
-34.375,142.244,14,50.1,8.7
-35.72,143.763,14,51,9.9
-36.25,141.556,17,48.7,10.5
-36.505,141.505,15,49.9,7.9
-36.317,143.138,14,48.4,7.5
-36.583,142.627,14,50.7,8.6
-36.585,142.616,13,48.5,7.1
-36.683,141.915,14,48.1,13.7
-36.781,142.907,9,41.2,10
-36.613,144.788,12,42.8,12.1
-37.255,141.214,8,41.6,8.3
-37.246,141.212,11,43.8,6.5
-37.264,141.216,11,43.2,5.5
-37.423,142.97,12,47,4.8
-37.289,143.643,8,43.3,3.9
-37.425,142.958,9,43.2,4.9
-37.558,142.936,12,47.6,9.1
-37.982,141.849,9,40.8,6.7
-37.785,143.562,8,40.7,5.3
-37.921,144.295,10,46.3,4.6
-37.924,144.282,10,47.1,4.6
-37.591,148.569,8,44.5,4.7
-38.191,146.944,10,44.9,5.5
-38.189,146.94,12,49.4,4.4
-38.18,146.942,8,43.1,3.4
-38.181,146.953,11,46.4,6.5
-36.042,143.597,11,45.4,5.2
-36.046,143.546,8,42.6,2
-36.031,143.57,10,45.6,4.5
-36.142,146.415,10,47.9,4.1
-36.371,144.782,11,45.1,5.6
-36.383,144.784,11,45.3,10.6
-36.794,147.908,10,45.9,3.2
-38.501,146.966,10,41.4,9.4
-38.49,146.968,11,43.9,11.2
-38.499,146.951,10,37.9,8.5
-36.252,145.833,11,44.2,8.7
-37.752,141.427,10,45.7,3.6
-37.75,141.439,9,41,8.2
-37.866,141.616,10,43.7,7.2
-37.908,141.63,10,42.1,9.4
-37.91,141.618,5,34.9,4.3
-37.686,144.1,5,33.1,5.8
-37.675,144.11,6,30.8,5.7
-37.677,144.098,11,45.1,11.5
-37.137,145.157,12,47.2,8.8
-35.824,142.819,9,42.4,7.2
-35.826,142.813,9,40.1,7.5
-37.679,144.115,9,41.2,9.8
-36.277,145.368,9,42.8,9.3
-35.767,143.499,10,39.4,9.6
-35.86,143.171,10,44.4,5.6
-35.856,143.191,6,39,1.8
-37.526,142.936,9,39,5.6
-36.083,147.631,12,40.7,16.7
-35.178,142.093,9,40,8.6
-35.633,143.058,6,37.1,5.8
-35.706,143.348,10,35.6,14.5
-35.704,143.36,12,41.8,14.7
-36.024,143.543,10,44.8,8.8
-36.03,143.506,10,43.5,12
-36.022,143.556,7,40.5,8.1
-36.243,143.573,8,39.3,7.7
-36.439,144.187,11,35.3,18.2
-36.441,144.174,10,44.7,8
-36.071,146.495,12,44.7,11.4
-36.067,146.513,13,44,13.6
-36.63,143.914,8,43.8,7.3
-36.511,147.408,11,43.5,13.1
-36.507,147.414,11,40.5,13.4
-37.855,141.751,15,41.5,17
-37.923,146.285,9,42,4.6
-38.566,142.873,7,40.5,3.1
-37.9,146.147,7,40.7,3.7
-37.89,146.138,5,38.6,1.8
-37.9,146.122,8,44.6,3.9
-37.881,146.117,10,41,14.1
-37.88,146.129,11,40.4,19.3
-37.891,146.119,9,41.1,12.7
-37.665,148.51,9,42.9,8.9
-37.677,148.55,12,44.9,7.9
-37.663,148.524,14,43.7,17
-37.682,148.521,15,41.6,15
-37.67,148.542,12,43.9,12
-37.66,148.539,12,47,7.7
-37.675,148.513,15,41.2,13.8
-36.077,145.057,14,44.6,7.7
-36.188,143.54,14,49.9,13.7
-36.061,145.097,13,42.5,14
-36.014,145.741,10,39.9,12.6
-36.19,143.514,8,41,11
-36.048,145.845,7,37.9,5.7
-36.092,145.163,8,37.2,5.5
-36.077,145.694,9,40.4,6.9
-36.051,145.84,12,43.3,7
-36.085,145.7,10,44.1,7.3
-36.119,145.948,9,42.2,6.4
-36.083,146.527,12,40.4,5.9
-36.194,145.76,11,39.7,11.8
-36.085,146.534,7,37.2,6.2
-36.265,145.445,8,40.8,5.5
-36.228,145.765,10,41.4,6.9
-36.23,145.746,8,39.3,4.7
-36.267,145.426,8,36.3,6.3
-36.271,145.441,13,38.4,11.5
-36.173,146.322,17,38.7,16.8
-36.515,142.936,12,41,12.9
-36.334,145.475,8,35,14.4
-36.34,146.128,8,38.6,12.8
-36.705,141.84,10,43.7,9.5
-36.707,141.836,10,43.6,9.7
-36.42,145.651,9,41.9,9.2
-36.963,143.629,9,43.9,5.7
-36.955,143.623,11,41.7,8.7
-36.953,143.65,14,47.4,10.6
-36.95,143.627,13,51.1,6
-36.887,145.75,9,40.1,12.1
-36.884,145.737,12,44.5,11.1
-37.095,145.249,11,46.2,10.5
-37.291,142.492,9,37.9,9.1
-37.293,142.501,14,36,15.9
-37.103,145.242,14,39.3,17.7
-37.307,142.46,9,41.2,6.7
-37.295,142.466,14,41.7,12.3
-36.791,147.91,15,47.3,8.6
-37.343,143.052,20,43.6,10.3
-37.486,142.892,17,46.3,11.7
-37.452,142.767,14,44,14.4
-37.563,142.662,9,42.1,7.6
-37.514,142.962,11,40.8,6.4
-37.492,142.87,15,44.8,8.3
-37.512,142.992,13,43.6,9
-37.089,147.583,14,41.6,13.1
-37.565,142.667,11,41.6,7.9
-37.602,142.763,12,47.9,6.7
-37.561,143.573,11,44.2,5.8
-37.619,142.734,13,46.2,5.6
-37.627,142.611,19,50.3,7.7
-37.617,142.765,12,47.5,15
-37.682,142.647,11,45.3,8.5
-37.148,149.043,17,46.4,9.5
-37.771,142.698,18,54.6,12
-37.655,144.68,12,44.4,7.8
-37.86,142.675,13,42.5,8
-37.813,143.331,15,48.2,14.7
-37.862,142.644,15,44.5,10.2
-37.949,141.143,12,44.2,6.2
-37.806,143.337,11,43.2,5.9
-38.108,143.969,13,50.7,6.1
-38.112,143.962,19,54.3,5.9
-38.088,146.446,22,46.8,8
-38.531,143.338,26,52.2,13.7
-38.537,143.346,15,51,9.6
-38.692,143.399,13,42,11.4
-38.698,143.406,12,47.3,9.7
-36.507,142.959,13,50.3,8.6
-36.512,142.964,14,49.5,6
-37.105,145.273,15,53.7,6.8
-36.299,145.709,14,51,9.1
-36.409,145.9,13,50.4,7.9
-36.408,145.913,22,46.9,12.9
-38.477,143.821,15,48.7,8.5
-36.222,145.651,17,44.9,16.1
-37.465,142.428,11,43.2,8.1
-34.939,142.75,13,47.1,8.1
-35.101,143.321,13,50.1,8.5
-35.609,141.049,12,43.8,6.7
-36.896,141.517,11,40.4,9.2
-36.747,142.912,11,41.4,7.7
-36.744,142.935,13,43.3,9.4
-36.753,142.937,13,44.1,12.9
-36.756,142.915,12,42.7,10
-36.899,143.134,12,46.6,6.7
-36.897,143.145,14,50.9,5.9
-37.042,143.033,18,53.8,6.4
-36.924,143.886,18,55.6,8.2
-37.341,141.05,18,53.8,6.7
-37.044,143.021,24,51.9,7.3
-37.35,141.051,28,48.3,11.9
-37.016,143.891,21,58.8,8.8
-37.285,143.57,18,61.5,5.5
-37.286,143.559,19,58.7,5.5
-37.624,141.418,20,58.4,4.7
-37.621,142.653,22,57,8.5
-37.724,141.693,24,55.5,7.9
-37.807,142.112,24,51.8,7.9
-37.792,143.322,23,49.6,6.3
-38.054,142.113,24,56.8,5.7
-36.031,141.774,23,58.8,9.1
-36.008,146.417,24,60.1,8
-36.139,146.114,20,60.8,10.4
-36.14,146.119,17,52.7,7.7
-36.152,146.121,23,58.8,8.8
-36.222,145.902,28,56.7,9.3
-36.223,146.356,26,61,9.3
-36.222,145.909,17,59,9.4
-36.256,146.119,15,56.2,16.9
-36.307,145.49,14,48.2,12.5
-36.27,147.476,14,48.2,9.1
-36.465,145.928,17,53,14.6
-36.788,143.53,16,51.7,7.4
-36.865,143.511,15,51,9
-36.552,147.135,15,48.1,7.9
-36.863,143.516,17,53.6,7.6
-37.322,143.345,17,53.5,7.3
-37.32,143.352,17,52,8.8
-37.636,144.034,19,55.3,6.2
-37.638,144.041,28,49.9,11
-37.956,141.849,17,52.5,7.7
-37.616,148.892,18,52,7.1
-37.687,147.799,18,53.7,9
-37.723,147.534,21,58.7,7.8
-38.044,143.968,25,60.9,6.3
-37.617,148.876,21,57.4,10.7
-38.172,143.825,17,51.2,9.9
-37.314,143.352,17,52.5,5.7
-36.395,145.87,19,55.8,6
-36.389,145.833,19,53.9,8.3
-37.709,145.55,16,47,12
-35.017,143.158,17,50.4,10.8
-35.015,143.148,22,55.5,10.3
-35.03,143.302,28,58.3,9.3
-35.027,143.317,21,61.1,6.6
-36.149,141.362,19,59.7,7.4
-36.282,140.988,16,51.5,8.7
-36.408,141.298,18,53.6,7.9
-36.673,141.308,19,52.9,8.1
-36.675,141.297,19,56.8,7.9
-36.828,141.953,15,50.7,9.2
-36.83,141.941,16,53.6,8.1
-36.879,141.877,24,61.6,7.7
-36.769,142.486,24,62.3,7
-36.87,141.875,26,60.8,6.9
-36.781,142.475,32,54.1,12.8
-36.778,142.488,20,57.7,9.9
-36.771,142.473,19,56.3,5.8
-36.877,141.889,20,57,8.7
-36.834,142.349,18,53.3,7.9
-36.757,142.855,22,56.3,8
-36.073,146.506,19,54.1,11.2
-36.917,142.767,17,50.4,11.9
-36.907,142.764,16,50.8,5.8
-36.905,142.777,24,55.4,5.9
-36.363,145.601,24,53.4,9.9
-36.914,142.78,16,46.7,10
-36.929,143.053,19,57.2,8.9
-37.136,144.312,16,50.9,12.9
-37.524,142.576,17,52.5,6.7
-37.522,142.589,23,59,6
-37.508,142.612,25,58.3,12.2
-37.526,142.582,16,48.2,9.9
-37.518,142.614,17,50.8,9
-37.503,143.066,18,53.5,8.8
-37.29,144.093,19,56.1,6.9
-37.293,144.078,18,57,7.4
-37.494,143.063,22,58,6.9
-37.521,142.96,20,55.8,10.5
-37.618,142.938,16,48.4,8.1
-37.643,142.795,16,48.9,5.4
-37.65,142.811,18,53,6.6
-37.648,142.824,18,54.4,5.7
-37.66,142.813,26,53.7,8.7
-37.657,142.826,21,64.5,10.6
-37.652,142.798,16,48.1,9.3
-37.648,143.655,20,57.4,10.9
-37.735,143.163,31,61.9,14.1
-37.639,143.652,22,62.7,7.6
-37.792,142.889,21,60.4,6.8
-37.732,143.177,19,53.8,9.2
-37.79,142.902,16,48.3,14.4
-37.781,143.365,16,53.6,12.1
-37.784,143.351,14,48.5,7.3
-38.042,142.056,22,53.4,10.9
-37.802,143.602,18,53.6,7.2
-37.791,143.368,18,49.4,9.3
-38.044,142.044,15,44.6,9.7
-37.925,143.076,13,48.5,10.7
-37.564,145.893,15,49.1,9.6
-37.561,145.911,16,51,6
-37.562,145.899,23,49.6,10
-37.65,145.697,18,55.5,8.9
-37.646,145.717,16,48.3,9.4
-38.126,143.75,17,52.6,10.3
-37.226,148.733,21,54.9,7.4
-37.234,148.764,24,55.6,5.9
-38.702,143.405,23,54.1,5.7
-35.724,143.779,21,57.3,5.4
-35.722,143.798,20,62.6,10.1
-36.648,141.719,21,59.5,12.4
-36.64,141.723,22,62,7.9
-36.557,144.657,20,58.8,11.5
-36.555,144.661,20,52.9,17
-36.785,143.918,19,51.5,10.2
-36.671,146.96,21,51.7,7.2
-36.67,146.973,23,53.4,6.1
-36.829,146.544,19,60.2,6.4
-37.584,148.081,20,59.7,8.6
-36.341,141.744,21,58.1,5.3
-37.02,141.109,20,62.2,7.1
-36.568,144.739,25,58.3,7.1
-36.563,144.763,28,58.4,11.9
-36.563,144.742,18,53.3,10.8
-36.558,144.767,18,51.1,8.1
-36.576,144.746,21,52.8,4.1
-37.482,142.403,24,55.2,5.8
-37.471,142.401,23,63.8,7.1
-37.468,142.417,20,67.4,8.5
-37.755,142.916,18,57.5,16.1
-37.649,145.7,18,55.6,12.8
-35.34,141.065,20,58.4,6.1
-35.341,141.047,23,61.9,8
-35.353,141.048,23,60.6,10.1
-36.027,143.547,17,53.4,9.4
-36.027,143.538,18,50.6,6
-36.025,143.552,17,49.9,12.2
-36.028,143.533,13,47,7.9
-36.027,143.8,14,45.8,6.5
-36.025,143.561,14,45.7,9.2
-36.47,142.241,12,43.4,9.3
-36.49,142.26,15,47.7,5.9
-36.489,142.276,16,47.5,5.4
-36.702,141.141,17,47.2,4.9
-36.269,145.488,19,44.2,7.8
-36.52,144.754,21,47,13.2
-36.882,141.508,19,52.8,12.5
-36.884,141.501,11,48.2,10.8
-36.525,144.748,14,50.4,12.8
-36.521,144.741,14,52.5,7
-36.805,142.058,14,52.4,6.7
-36.859,141.987,16,54.9,5.9
-37.101,141.825,13,48.5,5.3
-36.547,147.281,12,44,4.7
-36.532,147.254,15,49.3,3.6
-36.526,147.23,13,51.4,4.6
-36.522,147.263,15,56.1,5.1
-36.523,147.252,22,52.8,9.1
-37.232,141.999,20,53.5,7.2
-36.862,145.855,17,58.1,11.7
-36.827,146.533,18,58.9,5.5
-36.828,146.521,17,59.3,4.2
-36.815,147.082,19,60.5,7
-37.474,142.399,14,52.8,9.3
-37.485,142.402,11,40.8,12.2
-37.385,142.954,12,48.2,7.3
-37.199,145.175,16,54.8,8.3
-37.203,145.182,15,51.9,6.6
-37.197,145.187,15,45.6,10.2
-37.627,142.685,14,49.2,10.5
-37.628,142.669,10,42.6,8.9
-37.615,143.005,10,43.1,4.7
-37.678,142.765,10,43.3,2.6
-37.361,145.906,14,47.4,7.1
-37.603,145.937,12,45.1,11.9
-37.999,143.471,12,45,10.5
-36.768,145.91,12,49.9,6.1
-36.756,145.922,12,49,4.6
-36.767,145.924,10,45.7,3.7
-36.755,145.936,9,45.3,2.5
-36.777,145.925,14,47.9,5.3
-36.779,145.911,9,44,2.8
-36.756,141.562,10,46.8,5.3
-35.739,143.725,10,47,5.2
-36.269,141.287,12,48.8,4.2
-36.258,141.298,13,49.4,3.8
-36.267,141.3,14,49.9,6.8
-36.259,141.285,12,51.6,3.4
-36.52,143.056,14,50.1,8.7
-36.511,143.054,14,51,9.9
-36.756,142.51,17,48.7,10.5
-36.709,143.489,15,49.9,7.9
-36.966,143.551,14,48.4,7.5
-37.179,143.808,14,50.7,8.6
-37.222,143.894,13,48.5,7.1
-37.38,143.813,14,48.1,13.7
-37.938,144.032,9,41.2,10
-35.673,142.738,12,42.8,12.1
-35.629,143.187,8,41.6,8.3
-36.078,141.557,11,43.8,6.5
-36.079,141.546,11,43.2,5.5
-36.13,141.818,12,47,4.8
-36.128,141.83,8,43.3,3.9
-36.139,141.821,9,43.2,4.9
-36.137,141.832,12,47.6,9.1
-36.337,141.288,9,40.8,6.7
-36.304,143.135,8,40.7,5.3
-36.332,143.236,10,46.3,4.6
-36.319,143.133,10,47.1,4.6
-36.592,142.769,8,44.5,4.7
-36.742,142.153,10,44.9,5.5
-36.736,142.146,12,49.4,4.4
-36.743,142.141,8,43.1,3.4
-36.903,141.64,11,46.4,6.5
-36.317,145.586,11,45.4,5.2
-36.267,145.62,8,42.6,2
-36.511,144.673,10,45.6,4.5
-36.509,144.678,10,47.9,4.1
-36.513,144.659,11,45.1,5.6
-37.106,141.06,11,45.3,10.6
-36.511,144.664,10,45.9,3.2
-36.77,143.14,10,41.4,9.4
-37.158,141.532,11,43.9,11.2
-36.602,144.738,10,37.9,8.5
-36.821,143.461,11,44.2,8.7
-36.947,142.797,10,45.7,3.6
-36.83,143.464,9,41,8.2
-36.599,144.752,10,43.7,7.2
-36.298,146.798,10,42.1,9.4
-36.295,146.803,5,34.9,4.3
-36.698,145.297,5,33.1,5.8
-36.763,146.246,6,30.8,5.7
-36.774,146.249,11,45.1,11.5
-37.614,142.432,12,47.2,8.8
-37.549,143.138,9,42.4,7.2
-37.547,143.15,9,40.1,7.5
-37.715,142.307,9,41.2,9.8
-37.751,142.622,9,42.8,9.3
-37.753,142.61,10,39.4,9.6
-37.58,143.58,10,44.4,5.6
-37.72,142.638,6,39,1.8
-37.762,142.613,9,39,5.6
-37.744,143.251,12,40.7,16.7
-37.795,143.158,9,40,8.6
-37.797,143.146,6,37.1,5.8
-37.742,143.262,10,35.6,14.5
-37.872,142.604,12,41.8,14.7
-37.815,142.801,10,44.8,8.8
-37.38,145.631,10,43.5,12
-37.354,145.889,7,40.5,8.1
-37.383,145.616,8,39.3,7.7
-37.902,142.903,11,35.3,18.2
-37.378,145.881,10,44.7,8
-37.36,145.861,12,44.7,11.4
-37.365,145.892,13,44,13.6
-37.37,145.864,8,43.8,7.3
-37.93,143.124,11,43.5,13.1
-37.969,143.58,11,40.5,13.4
-37.969,143.643,15,41.5,17
-37.971,143.631,9,42,4.6
-38.029,143.601,7,40.5,3.1
-38.084,143.776,7,40.7,3.7
-38.119,143.798,5,38.6,1.8
-38.066,144.124,8,44.6,3.9
-38.086,143.764,10,41,14.1
-37.839,146.172,11,40.4,19.3
-36.876,141.64,9,41.1,12.7
-36.879,141.655,9,42.9,8.9
-36.287,146.805,12,44.9,7.9
-36.322,143.113,14,43.7,17
-37.212,142.807,15,41.6,15
-37.529,143.012,12,43.9,12
-37.522,145.529,12,47,7.7
-37.515,145.543,15,41.2,13.8
-37.517,145.523,14,44.6,7.7
-37.52,145.548,14,49.9,13.7
-37.924,146.258,13,42.5,14
-37.914,146.238,10,39.9,12.6
-37.925,145.87,8,41,11
-37.91,146.263,7,37.9,5.7
-37.922,146.264,8,37.2,5.5
-37.912,146.244,9,40.4,6.9
-37.923,146.246,12,43.3,7
-36.107,143.552,10,44.1,7.3
-36.098,143.556,9,42.2,6.4
-36.206,141.709,12,40.4,5.9
-36.209,141.695,11,39.7,11.8
-36.401,141.716,7,37.2,6.2
-36.698,141.318,8,40.8,5.5
-36.219,145.313,10,41.4,6.9
-36.314,145.566,8,39.3,4.7
-36.216,146.39,8,36.3,6.3
-36.34,146.193,13,38.4,11.5
-36.672,145.185,17,38.7,16.8
-36.667,145.206,12,41,12.9
-36.675,145.193,8,35,14.4
-36.743,145.238,8,38.6,12.8
-36.767,147.445,10,43.7,9.5
-37.404,145.592,10,43.6,9.7
-37.791,145.97,9,41.9,9.2
-37.796,145.947,9,43.9,5.7
-34.516,141.339,11,41.7,8.7
-34.514,141.36,14,47.4,10.6
-36.229,141.056,13,51.1,6
-36.414,141.162,9,40.1,12.1
-36.413,141.166,12,44.5,11.1
-36.421,142.161,11,46.2,10.5
-36.433,144.792,9,37.9,9.1
-36.755,141.233,14,36,15.9
-36.31,146.771,14,39.3,17.7
-36.33,146.184,9,41.2,6.7
-36.344,146.181,14,41.7,12.3
-36.792,141.848,15,47.3,8.6
-36.785,141.833,20,43.6,10.3
-36.784,141.855,17,46.3,11.7
-36.339,146.186,14,44,14.4
-36.602,144.818,9,42.1,7.6
-36.308,147.41,11,40.8,6.4
-36.307,147.422,15,44.8,8.3
-37.218,142.151,13,43.6,9
-37.164,142.678,14,41.6,13.1
-37.222,142.156,11,41.6,7.9
-37.335,142.961,12,47.9,6.7
-37.331,142.966,11,44.2,5.8
-37.337,142.943,13,46.2,5.6
-37.333,142.947,19,50.3,7.7
-37.345,142.949,12,47.5,15
-37.143,146.345,11,45.3,8.5
-37.142,146.358,17,46.4,9.5
-37.552,142.914,18,54.6,12
-37.583,143.43,12,44.4,7.8
-37.595,143.432,13,42.5,8
-37.439,144.944,15,48.2,14.7
-37.736,142.149,15,44.5,10.2
-37.638,143.218,12,44.2,6.2
-37.772,142.621,11,43.2,5.9
-37.722,143.402,13,50.7,6.1
-37.799,142.844,19,54.3,5.9
-37.724,143.255,22,46.8,8
-37.8,142.825,26,52.2,13.7
-37.723,143.028,15,51,9.6
-37.806,142.852,13,42,11.4
-37.546,145.529,12,47.3,9.7
-37.544,145.543,13,50.3,8.6
-37.829,142.736,14,49.5,6
-37.808,142.833,15,53.7,6.8
-37.535,145.541,14,51,9.1
-37.859,142.918,13,50.4,7.9
-37.866,142.925,22,46.9,12.9
-37.591,146.173,15,48.7,8.5
-37.608,146.203,17,44.9,16.1
-37.897,143.691,11,43.2,8.1
-37.582,146.171,13,47.1,8.1
-37.596,146.134,13,50.1,8.5
-37.609,146.189,12,43.8,6.7
-37.887,143.696,11,40.4,9.2
-37.676,146.155,11,41.4,7.7
-37.677,146.143,13,43.3,9.4
-37.764,145.662,13,44.1,12.9
-37.828,145.971,12,42.7,10
-37.826,145.984,12,46.6,6.7
-38.088,143.949,14,50.9,5.9
-37.792,146.297,18,53.8,6.4
-37.794,146.285,18,55.6,8.2
-37.842,145.953,18,53.8,6.7
-37.828,145.991,24,51.9,7.3
-37.841,145.966,28,48.3,11.9
-38.108,143.97,21,58.8,8.8
-37.893,146.193,18,61.5,5.5
-37.892,146.206,19,58.7,5.5
-37.895,146.198,20,58.4,4.7
-38.121,143.954,22,57,8.5
-38.119,143.971,24,55.5,7.9
-37.893,146.212,24,51.8,7.9
-35.326,141.021,23,49.6,6.3
-37.785,145.978,24,56.8,5.7
-37.781,145.986,23,58.8,9.1
-37.835,146.167,24,60.1,8
-35.736,143.025,20,60.8,10.4
-36.084,141.56,17,52.7,7.7
-35.731,143.031,23,58.8,8.8
-35.744,143.035,28,56.7,9.3
-36.128,141.467,26,61,9.3
-36.306,140.977,17,59,9.4
-36.426,141.066,15,56.2,16.9
-36.431,141.062,14,48.2,12.5
-36.43,141.289,14,48.2,9.1
-36.434,141.27,17,53,14.6
-36.401,141.772,16,51.7,7.4
-36.482,142.14,15,51,9
-36.644,141.625,15,48.1,7.9
-36.639,141.645,17,53.6,7.6
-36.722,141.298,17,53.5,7.3
-36.632,141.621,17,52,8.8
-36.759,141.169,19,55.3,6.2
-36.629,141.841,28,49.9,11
-36.733,141.424,17,52.5,7.7
-36.47,142.9,18,52,7.1
-36.581,143.001,18,53.7,9
-36.584,142.997,21,58.7,7.8
-36.681,142.914,25,60.9,6.3
-36.89,141.785,21,57.4,10.7
-36.77,142.305,17,51.2,9.9
-36.902,141.883,17,52.5,5.7
-36.677,142.931,19,55.8,6
-36.828,142.665,19,53.9,8.3
-36.791,142.652,16,47,12
-36.926,142.134,17,50.4,10.8
-36.184,145.472,22,55.5,10.3
-36.566,143.944,28,58.3,9.3
-36.557,143.946,21,61.1,6.6
-36.827,142.669,19,59.7,7.4
-36.179,145.475,16,51.5,8.7
-37.025,142.038,18,53.6,7.9
-37.037,142.042,19,52.9,8.1
-36.062,146.535,19,56.8,7.9
-36.809,143.498,15,50.7,9.2
-36.303,145.802,16,53.6,8.1
-36.734,143.991,24,61.6,7.7
-36.319,145.808,24,62.3,7
-36.636,144.805,26,60.8,6.9
-36.651,144.811,32,54.1,12.8
-36.643,144.842,20,57.7,9.9
-36.725,145.3,19,56.3,5.8
-36.724,145.308,20,57,8.7
-37.134,143.918,18,53.3,7.9
-37.12,143.947,22,56.3,8
-37.197,143.859,19,54.1,11.2
-37.427,143.242,17,50.4,11.9
-37.59,142.854,16,50.8,5.8
-37.585,142.877,24,55.4,5.9
-37.511,143.467,24,53.4,9.9
-37.58,143.023,16,46.7,10
-37.819,142.094,19,57.2,8.9
-37.807,142.974,16,50.9,12.9
-37.865,142.56,17,52.5,6.7
-37.869,142.539,23,59,6
-37.806,142.966,25,58.3,12.2
-37.802,142.997,16,48.2,9.9
-37.702,143.39,17,50.8,9
-37.704,143.383,18,53.5,8.8
-37.801,142.989,19,56.1,6.9
-37.972,142.377,18,57,7.4
-37.836,143.083,22,58,6.9
-37.831,143.359,20,55.8,10.5
-37.831,143.106,16,48.4,8.1
-38.075,142.329,16,48.9,5.4
-38.029,142.425,18,53,6.6
-38.086,142.333,18,54.4,5.7
-37.833,143.338,26,53.7,8.7
-37.828,143.362,21,64.5,10.6
-37.879,143.44,16,48.1,9.3
-37.88,143.433,20,57.4,10.9
-38.099,144.023,31,61.9,14.1
-38.105,143.997,22,62.7,7.6
-38.16,144.052,21,60.4,6.8
-36.71,144.002,19,53.8,9.2
-36.708,143.988,16,48.3,14.4
-36.718,143.986,16,53.6,12.1
-36.72,144.001,14,48.5,7.3
-36.205,141.325,22,53.4,10.9
-36.054,141.71,18,53.6,7.2
-35.227,142.462,18,49.4,9.3
-35.242,141.052,15,44.6,9.7
-35.248,141.06,13,48.5,10.7
-35.23,142.461,15,49.1,9.6
-35.432,142.38,16,51,6
-35.789,142.201,23,49.6,10
-35.792,142.175,18,55.5,8.9
-35.799,142.203,16,48.3,9.4
-35.8,142.19,17,52.6,10.3
-36.046,141.542,21,54.9,7.4
